id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,sum,sum_organic,sum_inorganic,sum_Phosphotransferase,sum_Transporters,sum_Two_component,occP_1_2,labP,orgP,secP_1_2,totP
SRR14301301,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,66.46313478,52.02412456,1.32094253,5.621937117,5.900188327,1.595942241,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14301302,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,31.99948219,7.200815949,7.655421733,2.934244215,10.09618421,4.112816082,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14301303,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,25.01666608,12.70663205,2.582600716,2.079510555,5.070045103,2.577877653,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14301304,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,14.93801476,12.65512696,-0.322234213,0.767447682,2.346901618,-0.509227289,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14301305,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,-3.126233501,-2.26680273,-1.126245859,2.000586974,-2.005329395,0.271557509,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14301306,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,1.190490509,6.051097199,-1.92019058,1.362867758,-3.714001079,-0.589282789,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14301307,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,8.968696994,6.585050223,0.280067612,1.221461609,0.650166482,0.231951068,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14301308,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,-17.60159125,-2.244104198,-3.036966059,-1.195742352,-7.102357006,-4.022421632,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14301315,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,26.33226135,7.286147393,-0.57147361,1.554297797,15.77647673,2.286813035,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14301316,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,-7.680632055,5.378094014,-2.296498039,-0.715333962,-7.399726329,-2.647167738,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14301317,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,-1.716853163,5.076791447,-1.249278156,-0.089617211,-3.956681829,-1.498067415,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14301318,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,18.38029126,18.71588938,-0.806743317,1.546485451,-0.175308537,-0.900031714,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14301319,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,-16.39579535,-1.488261272,-1.879034857,-1.195742352,-8.907043934,-2.925712939,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14301320,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,-11.91514523,-2.033826941,-2.507907523,-0.224011551,-4.992336222,-2.157062995,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14301321,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,1.06753119,7.297347879,-0.292829645,0.836768973,-7.244985647,0.471229631,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14301322,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,-8.936514683,0.361668604,-2.352339598,-0.8108193,-3.23212878,-2.902895609,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14301323,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,-3.291974053,2.129913393,-0.485928743,0.029753834,-3.032291602,-1.933420935,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14301324,2.448245323,0.33996444,0.678245602,-0.133114396,-0.871925775,-0.243852901,-0.352900558,7.698706116,3.943533403,1.816400278,2.032000219,0.699199995,-0.792427779,-0.434626435,-0.499303829,-0.344413771,-0.164119791,-0.494119346
SRR14320320,1.050592773,-1.195302678,-0.890244886,0.499741621,0.119737141,-1.012170113,-0.130033497,8.492190748,3.008789957,1.106111893,1.015241153,1.508652768,1.853394977,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR14320321,1.050592773,-1.195302678,-0.890244886,0.499741621,0.119737141,-1.012170113,-0.130033497,5.682384544,0.795877396,0.366980654,2.013245173,0.964655494,1.541625827,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR14320322,1.050592773,-1.195302678,-0.890244886,0.499741621,0.119737141,-1.012170113,-0.130033497,4.00618232,-0.748922584,0.555207316,1.476226851,1.28032492,1.443345816,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR14320323,1.050592773,-1.195302678,-0.890244886,0.499741621,0.119737141,-1.012170113,-0.130033497,10.72811507,-0.384832711,2.063923415,1.318970543,4.600378335,3.129675488,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR14320324,1.050592773,-1.195302678,-0.890244886,0.499741621,0.119737141,-1.012170113,-0.130033497,4.628870495,1.075828499,0.50036295,2.542475792,0.10005207,0.410151185,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR14320325,1.050592773,-1.195302678,-0.890244886,0.499741621,0.119737141,-1.012170113,-0.130033497,7.48636526,-1.044972395,0.16362661,1.989850622,4.896737486,1.481122937,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR14320326,1.050592773,-1.195302678,-0.890244886,0.499741621,0.119737141,-1.012170113,-0.130033497,-2.358752895,-1.046309906,-0.492159563,1.404376773,-2.248634026,0.023973827,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR14320327,1.050592773,-1.195302678,-0.890244886,0.499741621,0.119737141,-1.012170113,-0.130033497,-10.45751488,-0.441359031,-1.734739087,0.158091316,-6.246780975,-2.192727107,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR14320328,1.050592773,-1.195302678,-0.890244886,0.499741621,0.119737141,-1.012170113,-0.130033497,-1.220874111,0.858414296,-0.088756317,0.1022665,-3.269488619,1.176690028,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR14320329,1.050592773,-1.195302678,-0.890244886,0.499741621,0.119737141,-1.012170113,-0.130033497,8.194048405,3.058604172,0.967246519,0.91695075,2.159707735,1.091539228,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR14320330,1.050592773,-1.195302678,-0.890244886,0.499741621,0.119737141,-1.012170113,-0.130033497,-12.95030686,-1.833890743,-2.149021097,-0.692920814,-6.054887797,-2.219586409,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR14320331,1.050592773,-1.195302678,-0.890244886,0.499741621,0.119737141,-1.012170113,-0.130033497,-10.69195246,-1.869898797,-1.995796627,-0.347373009,-4.423183007,-2.055701016,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR14509065,1.399932141,-1.049649075,0.669176347,0.327150184,0.811558454,-0.04916065,-0.46935165,-21.32100836,-2.26680273,-3.492076969,-0.939699175,-10.8415006,-3.780928887,-1.06982681,0.104322526,-0.888835237,-1.061530228,-0.375314691
SRR14509066,1.399932141,-1.049649075,0.669176347,0.327150184,0.811558454,-0.04916065,-0.46935165,-21.5997165,-2.26680273,-3.453136965,-0.987346701,-10.88429288,-4.00813722,-1.06982681,0.104322526,-0.888835237,-1.061530228,-0.375314691
SRR14509067,1.399932141,-1.049649075,0.669176347,0.327150184,0.811558454,-0.04916065,-0.46935165,-17.3608299,-1.628319797,-2.483868553,-0.474302282,-9.686610124,-3.087729145,-1.06982681,0.104322526,-0.888835237,-1.061530228,-0.375314691
SRR14509068,1.399932141,-1.049649075,0.669176347,0.327150184,0.811558454,-0.04916065,-0.46935165,-19.71314181,-1.799908857,-3.226457666,-1.086562325,-9.951008028,-3.649204932,-1.06982681,0.104322526,-0.888835237,-1.061530228,-0.375314691
SRR14509069,1.399932141,-1.049649075,0.669176347,0.327150184,0.811558454,-0.04916065,-0.46935165,-20.8390922,-2.26680273,-3.383462981,-0.943104532,-10.35332749,-3.892394474,-1.06982681,0.104322526,-0.888835237,-1.061530228,-0.375314691
SRR14509070,1.399932141,-1.049649075,0.669176347,0.327150184,0.811558454,-0.04916065,-0.46935165,-21.23010812,-2.032319054,-3.387320165,-1.195742352,-10.83066861,-3.784057941,-1.06982681,0.104322526,-0.888835237,-1.061530228,-0.375314691
SRR14509071,1.399932141,-1.049649075,0.669176347,0.327150184,0.811558454,-0.04916065,-0.46935165,-21.35858646,-1.875918609,-3.55968961,-1.195742352,-10.75504703,-3.972188861,-1.06982681,0.104322526,-0.888835237,-1.061530228,-0.375314691
SRR14509072,1.399932141,-1.049649075,0.669176347,0.327150184,0.811558454,-0.04916065,-0.46935165,-15.29690003,-2.225698456,-1.254989232,-0.044850775,-9.62369447,-2.147667095,-1.06982681,0.104322526,-0.888835237,-1.061530228,-0.375314691
SRR14623159,-1.900928267,-2.119812438,-0.307287103,-0.794272477,0.307379892,0.525372522,1.206119923,2.581913409,-0.252790091,1.873303024,-0.603942682,1.656020628,-0.090677469,-0.808233277,0.48828413,-1.433806291,-0.429597478,0.498160219
SRR14623160,-1.900928267,-2.119812438,-0.307287103,-0.794272477,0.307379892,0.525372522,1.206119923,5.062822654,-0.500010657,2.57701979,-0.866498264,3.51694994,0.335361844,-0.808233277,0.48828413,-1.433806291,-0.429597478,0.498160219
SRR14623161,-1.900928267,-2.119812438,-0.307287103,-0.794272477,0.307379892,0.525372522,1.206119923,-4.710844015,-0.489688916,0.358832543,-0.74042083,-2.244723704,-1.594843107,-0.808233277,0.48828413,-1.433806291,-0.429597478,0.498160219
SRR14986175,0.683287791,0.495360716,0.672312127,-0.096821966,-0.122514684,-0.865704034,-0.14111735,2.566577867,1.660003374,1.822891365,-0.979856134,-1.445311496,1.508850758,-1.015740577,-0.842949807,-0.910909949,-0.792912556,-0.991198764
SRR14986176,0.683287791,0.495360716,0.672312127,-0.096821966,-0.122514684,-0.865704034,-0.14111735,-3.991953857,-2.066434358,2.585932187,-1.186737738,-3.757813107,0.433099159,-1.015740577,-0.842949807,-0.910909949,-0.792912556,-0.991198764
SRR14986177,0.683287791,0.495360716,0.672312127,-0.096821966,-0.122514684,-0.865704034,-0.14111735,-3.432669884,-0.905673379,3.543044369,-1.078580117,-3.387820383,-1.603640375,-1.015740577,-0.842949807,-0.910909949,-0.792912556,-0.991198764
SRR14986178,0.683287791,0.495360716,0.672312127,-0.096821966,-0.122514684,-0.865704034,-0.14111735,0.862912873,-0.412340397,3.58279201,-1.06667462,-1.187215427,-0.053648693,-1.015740577,-0.842949807,-0.910909949,-0.792912556,-0.991198764
SRR14986179,0.683287791,0.495360716,0.672312127,-0.096821966,-0.122514684,-0.865704034,-0.14111735,30.19050118,3.824579426,4.270184095,2.286182213,15.24193547,4.567619978,-1.015740577,-0.842949807,-0.910909949,-0.792912556,-0.991198764
SRR14986180,0.683287791,0.495360716,0.672312127,-0.096821966,-0.122514684,-0.865704034,-0.14111735,30.76486931,2.208356655,5.22499567,3.862330721,15.47317844,3.996007823,-1.015740577,-0.842949807,-0.910909949,-0.792912556,-0.991198764
SRR15130125,0.134781316,2.538266334,1.608339647,0.552518369,-1.286709918,-1.827130777,0.719482013,-5.312486821,0.270465443,-1.291652553,-0.959246213,-1.46967669,-1.862376808,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR15130126,0.134781316,2.538266334,1.608339647,0.552518369,-1.286709918,-1.827130777,0.719482013,-6.063411912,0.152032123,-1.430347245,-0.905805009,-2.33493511,-1.544356671,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR15130127,0.134781316,2.538266334,1.608339647,0.552518369,-1.286709918,-1.827130777,0.719482013,-5.516287144,1.377594744,-1.329496904,-0.764312553,-2.598269828,-2.201802603,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR15130128,0.134781316,2.538266334,1.608339647,0.552518369,-1.286709918,-1.827130777,0.719482013,-7.645250466,-0.413931738,-2.129893581,-0.57681346,-2.428715996,-2.09589569,-1.012314495,0.335548994,0.916682159,-0.735983862,-0.375314691
SRR15168755,1.340981511,-1.18166368,0.517113687,-0.414540663,-0.603530769,-0.290530183,-0.512296658,3.591675777,0.479361945,-0.014843645,0.132495057,3.207153917,-0.212491498,-0.15656677,-0.770943776,-0.742193951,-1.272309227,-0.494119346
SRR15377924,-0.339735984,0.635074061,1.885621061,-1.187202774,0.428669694,-0.739763485,0.684486528,-7.528363738,-1.229200582,-1.337197904,-0.872801648,-2.721926317,-1.367237286,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377925,-0.339735984,0.635074061,1.885621061,-1.187202774,0.428669694,-0.739763485,0.684486528,-9.468347947,-1.804381297,-1.364556812,-0.636510794,-3.906797985,-1.756101059,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377926,-0.339735984,0.635074061,1.885621061,-1.187202774,0.428669694,-0.739763485,0.684486528,-14.11837846,-1.667534323,-2.375074811,-0.940104801,-6.718486703,-2.417177827,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377927,-0.339735984,0.635074061,1.885621061,-1.187202774,0.428669694,-0.739763485,0.684486528,-15.98556635,-2.0199796,-2.386931085,-1.078678901,-7.844770244,-2.655206519,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377928,-0.339735984,0.635074061,1.885621061,-1.187202774,0.428669694,-0.739763485,0.684486528,-17.63603223,-2.067312279,-2.664429306,-1.046754149,-8.763910327,-3.093626174,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377929,-0.39833505,0.731083684,1.705783439,-1.451633907,0.343632952,-0.754774772,0.68357444,-11.26984795,-1.799861621,-1.308933438,-0.956154573,-5.265419656,-1.939478665,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377930,-0.39833505,0.731083684,1.705783439,-1.451633907,0.343632952,-0.754774772,0.68357444,-10.07006194,-1.592224271,-1.172033324,-0.951047244,-4.601983699,-1.752773402,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377931,-0.39833505,0.731083684,1.705783439,-1.451633907,0.343632952,-0.754774772,0.68357444,-8.988276324,-1.655477083,-1.062526818,-0.76158835,-4.224233299,-1.284450773,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377932,-0.39833505,0.731083684,1.705783439,-1.451633907,0.343632952,-0.754774772,0.68357444,-14.92414736,-1.939025868,-1.851892189,-1.025155498,-7.402173204,-2.705900606,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377934,-0.39833505,0.731083684,1.705783439,-1.451633907,0.343632952,-0.754774772,0.68357444,-16.36602727,-2.028247043,-2.495955225,-1.050601051,-8.234980531,-2.556243417,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377935,-0.389519369,0.829141242,1.645092729,-1.51928158,0.314574274,-0.699088279,0.700900149,-12.56764944,-1.885941503,-1.068385926,-0.912672646,-6.296821284,-2.403828084,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377936,-0.389519369,0.829141242,1.645092729,-1.51928158,0.314574274,-0.699088279,0.700900149,-16.4500831,-2.241382385,-2.034868941,-1.026796152,-7.946401219,-3.200634399,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377937,-0.389519369,0.829141242,1.645092729,-1.51928158,0.314574274,-0.699088279,0.700900149,-17.81683652,-1.973535747,-2.856014891,-1.00693382,-8.651115538,-3.329236522,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377938,-0.389519369,0.829141242,1.645092729,-1.51928158,0.314574274,-0.699088279,0.700900149,-4.509556299,-1.793842195,0.374389758,-0.771632139,-2.041419697,-0.277052026,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377939,-0.389519369,0.829141242,1.645092729,-1.51928158,0.314574274,-0.699088279,0.700900149,-14.33216384,-2.021706637,-1.498149747,-0.979368191,-7.03514301,-2.797796257,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377940,-0.43137665,0.700902675,1.848505753,-1.432919006,0.421947632,-0.779494469,0.732936773,-15.4875873,-2.021791878,-2.322034497,-1.061034183,-7.170845084,-2.911881656,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377941,-0.43137665,0.700902675,1.848505753,-1.432919006,0.421947632,-0.779494469,0.732936773,-7.721728848,-1.519152902,-1.702664404,-0.032211422,-3.436639527,-1.031060593,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377942,-0.43137665,0.700902675,1.848505753,-1.432919006,0.421947632,-0.779494469,0.732936773,-11.27953331,-1.934549874,-1.043555702,-0.711140192,-5.415812709,-2.174474837,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377943,-0.43137665,0.700902675,1.848505753,-1.432919006,0.421947632,-0.779494469,0.732936773,-12.57362544,-1.937356387,-1.544803097,-0.839217669,-5.6946417,-2.557606582,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377944,-0.067471227,0.733961799,1.672477948,-1.810218154,-0.837234301,-0.883119657,0.364205538,-9.342515822,-1.81308229,-1.15712142,-0.972286785,-4.025879501,-1.374145827,-0.214022264,-0.029544041,2.348010112,0.884802485,0.240467125
SRR15377945,-0.43137665,0.700902675,1.848505753,-1.432919006,0.421947632,-0.779494469,0.732936773,-13.56690986,-1.76544609,-2.421305894,-0.909498299,-6.583478892,-1.887180683,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377951,-0.059876391,0.732116758,1.732227852,-1.86133075,-0.832294252,-0.899776399,0.392422178,-15.9545026,-2.140303946,-1.985192641,-0.896513818,-7.879213476,-3.053278714,-0.214022264,-0.029544041,2.348010112,0.884802485,0.240467125
SRR15377952,-0.059876391,0.732116758,1.732227852,-1.86133075,-0.832294252,-0.899776399,0.392422178,-20.19967331,-2.224738728,-3.033560694,-1.046583942,-10.10835665,-3.786433301,-0.214022264,-0.029544041,2.348010112,0.884802485,0.240467125
SRR15377953,-0.059876391,0.732116758,1.732227852,-1.86133075,-0.832294252,-0.899776399,0.392422178,-16.16327599,-2.158534043,-2.274883486,-1.044562779,-7.656790243,-3.028505435,-0.214022264,-0.029544041,2.348010112,0.884802485,0.240467125
SRR15377954,-0.059876391,0.732116758,1.732227852,-1.86133075,-0.832294252,-0.899776399,0.392422178,-21.2583189,-2.202620586,-3.427293768,-1.157064579,-10.64397011,-3.827369855,-0.214022264,-0.029544041,2.348010112,0.884802485,0.240467125
SRR15377955,-0.067471227,0.733961799,1.672477948,-1.810218154,-0.837234301,-0.883119657,0.364205538,-12.44009841,-1.822245659,-1.950061071,-1.017801719,-5.67670459,-1.973285375,-0.214022264,-0.029544041,2.348010112,0.884802485,0.240467125
SRR15377956,-0.366329906,0.680293354,1.972303797,-1.840151256,0.519517447,-0.882811658,0.750778482,-9.009567,-1.623127662,-1.607649812,-0.854624276,-4.916296447,-0.007868802,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377957,-0.366329906,0.680293354,1.972303797,-1.840151256,0.519517447,-0.882811658,0.750778482,-15.70460968,-1.871997585,-2.371919654,-1.045471708,-7.809555258,-2.605665473,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377958,-0.366329906,0.680293354,1.972303797,-1.840151256,0.519517447,-0.882811658,0.750778482,-11.12822868,-1.595959217,-1.647684302,-1.008255775,-5.018730835,-1.857598551,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377959,-0.366329906,0.680293354,1.972303797,-1.840151256,0.519517447,-0.882811658,0.750778482,-5.881774903,-1.126681516,-0.657460531,-0.465583769,-3.107453297,-0.524595789,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377960,-0.366329906,0.680293354,1.972303797,-1.840151256,0.519517447,-0.882811658,0.750778482,-9.824883321,-1.570891318,-1.307216309,-0.863423425,-4.558461729,-1.524890539,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377967,-0.165843278,0.695354705,1.881354164,-1.630828735,0.347178511,-0.763219543,0.804992322,-10.77949724,-1.609571758,-1.553847556,-0.869990111,-4.713729272,-2.032358539,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377968,-0.165843278,0.695354705,1.881354164,-1.630828735,0.347178511,-0.763219543,0.804992322,-15.25343008,-1.890751286,-2.251394202,-1.095883121,-7.421443935,-2.593957533,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377969,-0.165843278,0.695354705,1.881354164,-1.630828735,0.347178511,-0.763219543,0.804992322,-8.798540376,-0.771479479,-0.325501505,-0.563191603,-4.672166367,-2.466201422,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377970,-0.165843278,0.695354705,1.881354164,-1.630828735,0.347178511,-0.763219543,0.804992322,-11.88422595,-2.083292802,-0.657854333,-1.005967693,-5.654419434,-2.482691688,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377971,-0.165843278,0.695354705,1.881354164,-1.630828735,0.347178511,-0.763219543,0.804992322,-14.03960441,-1.886159051,-2.224330964,-0.935664036,-6.309023626,-2.684426732,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377972,0.008390072,0.801273311,1.395485384,-0.976802716,0.108255426,-0.280032276,0.654394993,-7.633188166,-0.261961187,-0.688909915,-0.106529702,-4.483047156,-2.092740206,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377973,0.008390072,0.801273311,1.395485384,-0.976802716,0.108255426,-0.280032276,0.654394993,-13.55198961,-2.069131378,-1.599671953,-1.019818773,-6.428593104,-2.434774399,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377974,0.008390072,0.801273311,1.395485384,-0.976802716,0.108255426,-0.280032276,0.654394993,-16.85426732,-1.758735946,-2.699188784,-1.066943642,-8.090911323,-3.238487626,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377975,0.008390072,0.801273311,1.395485384,-0.976802716,0.108255426,-0.280032276,0.654394993,-16.61834148,-2.136445379,-2.011589224,-0.865331399,-8.678611701,-2.926363776,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377976,0.008390072,0.801273311,1.395485384,-0.976802716,0.108255426,-0.280032276,0.654394993,-12.20857401,-2.105774957,-1.192276666,-0.223570943,-6.197292395,-2.489659054,-1.048320795,-0.672837427,0.440046627,-0.375951137,-0.714388183
SRR15377977,-0.067471227,0.733961799,1.672477948,-1.810218154,-0.837234301,-0.883119657,0.364205538,-13.00768508,-1.748120514,-2.189196706,-0.857486614,-6.102582021,-2.110299226,-0.214022264,-0.029544041,2.348010112,0.884802485,0.240467125
SRR15377978,-0.067471227,0.733961799,1.672477948,-1.810218154,-0.837234301,-0.883119657,0.364205538,-9.572448874,-1.796468974,-1.187504906,-0.799132445,-3.607082266,-2.182260283,-0.214022264,-0.029544041,2.348010112,0.884802485,0.240467125
SRR15947147,-0.331315213,-1.139928713,-0.683065248,-1.542445912,-0.068871337,0.047875071,0.055597988,2.42743438,-1.753140457,0.866158704,-1.195742352,1.488406438,3.021752047,0.912574564,3.157085657,1.187337193,0.68007997,2.591929881
SRR15947148,-0.331315213,-1.139928713,-0.683065248,-1.542445912,-0.068871337,0.047875071,0.055597988,3.076359064,-2.26680273,5.420874276,-0.599463574,3.223390715,-2.701639623,0.912574564,3.157085657,1.187337193,0.68007997,2.591929881
SRR15947149,-0.331315213,-1.139928713,-0.683065248,-1.542445912,-0.068871337,0.047875071,0.055597988,3.065541587,-2.26680273,2.334519131,-0.837278013,1.468496019,2.36660718,0.912574564,3.157085657,1.187337193,0.68007997,2.591929881
SRR15947150,-0.331315213,-1.139928713,-0.683065248,-1.542445912,-0.068871337,0.047875071,0.055597988,4.181157616,-2.26680273,1.920455947,9.381960373,-2.332510533,-2.521945441,0.912574564,3.157085657,1.187337193,0.68007997,2.591929881
SRR15947151,-0.331315213,-1.139928713,-0.683065248,-1.542445912,-0.068871337,0.047875071,0.055597988,-0.181704542,-1.769531971,2.36717623,-0.136364484,2.384896732,-3.027881048,0.912574564,3.157085657,1.187337193,0.68007997,2.591929881
SRR15947152,-0.331315213,-1.139928713,-0.683065248,-1.542445912,-0.068871337,0.047875071,0.055597988,-9.588014424,-2.26680273,-0.854382,-0.780219747,-2.75767102,-2.928938927,0.912574564,3.157085657,1.187337193,0.68007997,2.591929881
SRR15947153,-0.331315213,-1.139928713,-0.683065248,-1.542445912,-0.068871337,0.047875071,0.055597988,-6.739494712,-1.796358855,-0.343236099,-0.710726716,-1.705183416,-2.183989625,0.912574564,3.157085657,1.187337193,0.68007997,2.591929881
SRR15947154,-0.331315213,-1.139928713,-0.683065248,-1.542445912,-0.068871337,0.047875071,0.055597988,11.66218115,-1.267657155,2.845580712,1.780522956,3.118599997,5.185134645,0.912574564,3.157085657,1.187337193,0.68007997,2.591929881
SRR15947155,-0.331315213,-1.139928713,-0.683065248,-1.542445912,-0.068871337,0.047875071,0.055597988,-7.019469955,-0.624690088,-0.091645912,-0.726391603,-1.494592031,-4.082150322,0.912574564,3.157085657,1.187337193,0.68007997,2.591929881
SRR15947156,-0.331315213,-1.139928713,-0.683065248,-1.542445912,-0.068871337,0.047875071,0.055597988,-6.932346194,-1.399410232,0.652609862,-0.024250759,-6.105740024,-0.055555041,0.912574564,3.157085657,1.187337193,0.68007997,2.591929881
SRR15947157,-0.331315213,-1.139928713,-0.683065248,-1.542445912,-0.068871337,0.047875071,0.055597988,12.8878423,2.594452168,3.656171987,-1.195742352,2.983242262,4.849718238,0.912574564,3.157085657,1.187337193,0.68007997,2.591929881
SRR15947158,-0.331315213,-1.139928713,-0.683065248,-1.542445912,-0.068871337,0.047875071,0.055597988,5.247517988,-1.651839771,2.73086756,0.682805032,2.68757366,0.798111506,0.912574564,3.157085657,1.187337193,0.68007997,2.591929881
SRR16106681,0.2511274,0.643528129,-1.816044615,-1.326271962,0.198437465,-0.236353942,0.308123635,-10.07130604,-2.228952236,-0.304302095,-1.123670308,-6.423804778,0.009423377,0.227760531,-0.498572446,-0.165579018,0.256645599,-0.42278692
SRR16106682,0.290376385,0.457459984,-1.686671762,-1.325728098,0.309193052,-0.06341846,0.211082272,-8.276543717,-1.786656714,-0.907654443,-0.739977049,-4.001909543,-0.840345967,0.227760531,-0.498572446,-0.165579018,0.256645599,-0.42278692
