id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,sum,sum_organic,sum_inorganic,sum_Phosphotransferase,sum_Transporters,sum_Two_component,occP_1_2,labP,orgP,secP_1_2,totP
SRR19215381,-0.049650566,-0.097311242,-0.359147314,-0.09693602,-2.092865877,-0.503720194,0.581959092,-8.697056903,-0.425133362,-1.669905586,-0.699855292,-3.86067318,-2.041489482,-0.254153291,1.602308669,2.924816893,0.121406011,0.699611449
SRR19747141,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,6.895155574,-1.048648211,1.665744253,-0.658133647,3.858542344,3.077650836,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747142,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,4.801976506,-0.822548849,0.561240825,-0.813809553,3.165307149,2.711786934,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747143,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,0.273755212,-0.885585325,0.230744566,-0.912036923,0.212071529,1.628561366,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747144,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,-2.739937537,-0.778008941,0.237857664,-0.888250677,-0.920110518,-0.391425066,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747145,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,-2.030657675,-1.601375924,1.343766431,-0.93448423,-1.487245392,0.64868144,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747146,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,11.06049101,0.226500178,1.310848925,-0.551233586,5.408262385,4.666113107,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747147,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,-0.544352036,-1.498907431,0.966729894,-0.666492106,0.229438198,0.424879408,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747148,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,-3.334356432,-1.336612326,0.420728418,-0.817045613,-2.000187962,0.398761051,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747149,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,-1.306869799,-1.224822713,0.931614302,-0.974970103,-0.723172075,0.684480792,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747150,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,4.854418642,-1.011948965,1.336474087,-0.453445952,2.940063462,2.043276009,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747151,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,1.423230592,-0.127260779,0.891435691,-0.65447202,0.54799825,0.76552945,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747152,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,2.882232647,-0.603400493,1.212906048,-0.789444409,1.819386646,1.242784856,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747153,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,1.945324781,-0.601145234,1.535700122,-0.740973522,1.733759395,0.01798402,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747154,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,6.063261487,-0.526181978,0.603226297,-0.380080378,3.909505565,2.45679198,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747155,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,0.993150016,-0.928668394,0.515065559,-0.88805222,0.143114153,2.151690918,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747156,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,1.498244617,-0.972073455,0.981461548,-0.965316672,0.654203715,1.799969481,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747157,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,2.902940166,-1.205899775,1.296458354,-0.057458922,1.293332507,1.576508001,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747158,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,0.302106439,0.164131923,-0.064080355,-0.874458952,0.014502867,1.062010956,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747159,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,5.973348986,-0.767663963,1.087969591,-0.433285331,4.403419046,1.682909643,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19747160,0.206430283,1.199812071,1.91794579,-0.296129061,0.239220041,-0.167637793,0.226898116,0.694292236,-1.124441942,0.516638446,-0.799568161,1.439025004,0.662638889,0.411230133,0.000899344,0.480165212,0.751136708,0.229418136
SRR19769803,-1.072250383,1.491473257,-2.844863562,-2.844904751,0.824500314,-0.367603632,0.0006802,1.601813768,-0.304699137,0.425913641,0.185317222,1.569134713,-0.273852671,-1.544837372,-1.30572822,-1.686715681,-1.519001595,-1.616894086
SRR19769804,-1.072250383,1.491473257,-2.844863562,-2.844904751,0.824500314,-0.367603632,0.0006802,-1.019528348,-1.649730767,0.580041871,-0.555337294,1.740112076,-1.134614233,-1.544837372,-1.30572822,-1.686715681,-1.519001595,-1.616894086
SRR19769805,-1.072250383,1.491473257,-2.844863562,-2.844904751,0.824500314,-0.367603632,0.0006802,-2.252648034,-1.743809046,-0.034399988,-0.412082434,1.794576852,-1.856933418,-1.544837372,-1.30572822,-1.686715681,-1.519001595,-1.616894086
SRR19769806,-1.072250383,1.491473257,-2.844863562,-2.844904751,0.824500314,-0.367603632,0.0006802,-1.050921525,-0.828701541,0.184155799,-0.799318748,1.553630539,-1.160687575,-1.544837372,-1.30572822,-1.686715681,-1.519001595,-1.616894086
SRR19769807,-1.178870536,1.399492749,-2.369017424,-3.200587542,0.765809361,-0.323286201,0.362726303,1.040739562,-0.255200465,-0.95200887,-0.752529124,1.912762393,1.087715628,-1.544837372,-1.30572822,-1.686715681,-1.519001595,-1.616894086
SRR19769808,-1.178870536,1.399492749,-2.369017424,-3.200587542,0.765809361,-0.323286201,0.362726303,1.456660869,-1.270974419,-0.97973768,-0.563947279,3.357326679,0.913993568,-1.544837372,-1.30572822,-1.686715681,-1.519001595,-1.616894086
SRR19769809,-1.178870536,1.399492749,-2.369017424,-3.200587542,0.765809361,-0.323286201,0.362726303,1.085798995,-0.743590373,-0.370350933,-0.482920085,2.398670556,0.28398983,-1.544837372,-1.30572822,-1.686715681,-1.519001595,-1.616894086
SRR19769810,-1.178870536,1.399492749,-2.369017424,-3.200587542,0.765809361,-0.323286201,0.362726303,1.126698108,-0.113008511,-0.62815258,-0.920224653,2.037399465,0.750684386,-1.544837372,-1.30572822,-1.686715681,-1.519001595,-1.616894086
SRR19769811,-1.072250383,1.491473257,-2.844863562,-2.844904751,0.824500314,-0.367603632,0.0006802,1.737161434,-1.269827255,0.441896286,-0.086444776,3.417460592,-0.765923412,-1.544837372,-1.30572822,-1.686715681,-1.519001595,-1.616894086
SRR19769812,-1.072250383,1.491473257,-2.844863562,-2.844904751,0.824500314,-0.367603632,0.0006802,3.809256972,-1.221518258,0.086773781,0.251868275,5.033510437,-0.341377262,-1.544837372,-1.30572822,-1.686715681,-1.519001595,-1.616894086
SRR19769813,-1.178870536,1.399492749,-2.369017424,-3.200587542,0.765809361,-0.323286201,0.362726303,0.548460805,-0.707418638,-0.59469698,-1.048905297,2.708446375,0.191035344,-1.544837372,-1.30572822,-1.686715681,-1.519001595,-1.616894086
SRR19769814,-1.178870536,1.399492749,-2.369017424,-3.200587542,0.765809361,-0.323286201,0.362726303,0.950680267,1.880541149,-0.676504585,-1.04637775,0.550082304,0.242939149,-1.544837372,-1.30572822,-1.686715681,-1.519001595,-1.616894086
SRR20011430,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-1.674436431,0.532456678,-1.165335807,-0.566226644,0.576907871,-1.052238529,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011431,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-0.568179727,-1.133871441,-0.596166956,-0.752975771,3.082694535,-1.167860094,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011432,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-2.028516735,-1.195775355,0.096538293,-0.190469046,-0.173564224,-0.565246404,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011433,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-1.818591044,0.140200077,2.936609088,-0.522692464,-3.25101218,-1.121695564,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011434,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-3.267368259,-1.62158952,0.772448678,-0.215087432,-0.803755296,-1.399384689,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011435,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,2.542829367,-0.582506348,0.401322461,0.44452347,1.407401494,0.872088289,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011436,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,2.740271833,1.874090583,-0.045495878,0.555055183,-0.009802574,0.366424518,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011437,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,3.888376888,0.159909656,-1.059202303,-0.208085395,4.610877225,0.384877706,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011438,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,5.96795366,-0.942720947,0.570897208,0.235276215,2.780706668,3.323794517,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011439,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,1.030770501,-0.862632036,0.362359662,-0.442882671,2.837627903,-0.863702356,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011440,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-4.720804859,-1.091070559,0.638914182,-0.194529269,-2.124260807,-1.949858406,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011441,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-1.402594011,2.07082399,3.590369967,0.417527136,-5.819817773,-1.661497331,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011442,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-2.085061089,-0.982665539,-1.219895809,-0.480393779,1.192023797,-0.594129758,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011443,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,1.748386344,-0.163868898,0.421660773,-0.364805376,3.14603404,-1.290634194,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011444,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-1.086699136,-0.017231508,-0.03962402,-0.231304803,0.039782522,-0.838321327,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011445,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-2.850266304,0.24015308,-0.444462911,-0.779528689,-0.35791764,-1.508510145,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011446,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,0.036474025,-0.651250408,-0.813606359,-1.032976329,2.302796212,0.231510909,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011447,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-2.606456015,0.480939045,0.070318936,-0.219166692,-1.015244212,-1.923303091,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011448,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-7.364799298,-1.056805275,0.659948662,0.033717708,-5.642290342,-1.359370052,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011449,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-3.65503087,-0.543949873,-1.147660968,-0.468428275,0.162881656,-1.65787341,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011450,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-4.235910029,-0.705241998,-1.502681036,-0.993514822,-0.288976699,-0.745495472,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011451,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-5.625315906,-1.847635649,-0.779108218,-0.015082932,-3.723681816,0.74019271,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011452,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-3.370617251,0.07313674,0.504357216,0.765684332,-2.849693979,-1.86410156,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011453,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,11.63720469,0.599014481,3.00129352,1.470926588,3.084596179,3.481373925,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011454,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,40.31912631,2.435822652,7.834739882,2.987408243,18.8812562,8.179899335,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011455,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,2.050328877,0.033147694,0.357538917,-0.338277217,2.029691453,-0.03177197,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011456,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-4.560628293,-1.414371586,-1.110472258,-0.838508124,-0.601500694,-0.595775631,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011457,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-3.324877759,-0.857844513,-0.244035397,-0.338273648,-1.962108033,0.077383833,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011458,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,10.73922868,0.632521766,4.160045153,0.203454708,3.986554493,1.756652563,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011459,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,31.28488613,1.793859945,6.842028837,1.914447033,13.24491337,7.489636949,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011460,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-4.493044133,-0.558015447,-1.017826782,-0.575549102,-0.795697516,-1.545955285,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011461,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-5.310676591,0.19630154,-1.976031769,-0.982312205,-2.048086193,-0.500547965,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011462,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-5.719620863,-0.662068,-0.552710982,-0.423929272,-2.11247501,-1.968437598,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011463,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-7.165102275,-0.767486812,-0.801859785,-0.808476263,-2.503286849,-2.283992565,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011464,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,9.484101204,-1.448267973,2.953720402,1.629246756,4.31068406,2.038717958,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011465,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,24.09034821,0.237689061,5.301633488,1.220237851,12.94128985,4.38949796,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011466,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-0.964560847,0.245071104,-0.384804272,-0.587085592,0.717499498,-0.955241586,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011467,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-2.011892781,-0.977898063,-1.073470182,-0.55931743,2.242329776,-1.643536882,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011468,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,16.3688802,15.4024654,-0.476019716,-0.992192645,2.638499463,-0.20387231,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011469,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,16.11562008,0.174772292,4.368776554,2.097383162,5.126917983,4.347770088,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011470,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,40.72074475,1.913651531,9.544218158,2.852901688,16.40350072,10.00647265,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011471,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,1.57039848,-0.032335321,0.947571394,0.763608524,-0.424069046,0.31562293,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011472,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-1.856248457,1.285222882,1.814248001,0.682845706,-5.301279632,-0.337285413,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011473,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-6.499935015,-0.674799279,0.950975859,-0.25161549,-4.790920468,-1.733575636,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011474,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-4.155349301,-0.621630935,0.665604656,-0.232959741,-2.975632123,-0.990731158,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011475,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,6.882517307,2.40558551,1.197100029,-0.183796484,3.555544324,-0.091916071,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011476,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,0.840447455,-0.522802735,0.446362152,-0.575643986,1.089337604,0.403194421,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011477,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,2.514016644,-1.425554919,0.447375311,-0.029819439,2.603427296,0.918588395,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011478,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,2.966192767,-1.508777111,0.751750951,-0.201443529,2.128461142,1.796201315,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011479,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,1.381398348,-0.413871392,2.809211812,0.434489163,-1.785421043,0.336989808,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011480,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-5.136575531,-1.197095938,1.084085521,-0.104404399,-3.931893018,-0.987267697,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011481,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,9.099936747,-1.327941665,1.601799237,0.772632593,5.248710519,2.804736062,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011482,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,5.063487249,1.194256614,0.334973698,-0.352608962,3.800529074,0.086336824,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011483,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,10.3103869,-0.416742394,0.140669073,-0.452781571,7.281010614,3.758231174,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011484,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-3.321570137,-0.927611711,-0.204048921,-0.268780853,-1.455238363,-0.465890288,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011485,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,8.83006172,0.481499125,1.739457007,1.02474635,1.797903464,3.786455775,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011486,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,1.773617481,0.169735526,4.162950319,0.540037421,-3.407065461,0.307959677,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011487,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,11.75169959,-1.496304648,1.456053771,-0.671755816,7.144780413,5.318925866,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011488,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,2.564912214,-0.411636029,0.767207459,-0.233154763,1.539671842,0.902823705,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011489,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,0.56120199,0.039252646,0.066878777,-0.689644767,1.25175523,-0.107039895,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011490,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,1.531506125,0.155684253,-0.102048523,-0.66732925,2.161688987,-0.016489341,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011491,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,5.794631366,2.902820931,1.536594141,0.76652987,0.238997876,0.349688549,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011492,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-0.256385595,-0.500695572,3.068849999,-0.270174961,-1.784883788,-0.769481272,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011493,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-0.769756678,-1.180280436,1.490972803,0.194318615,-1.0995447,-0.175222961,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011494,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,4.41242316,-0.924724273,0.934968296,-0.05617082,3.391756174,1.066593783,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011495,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-6.242179415,1.720108699,-0.709635954,-0.592640263,-4.256273333,-2.403738566,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011496,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-2.063241845,1.594127746,0.031448196,-0.788519546,-1.056401242,-1.843896998,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011497,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-1.119698163,-1.033349621,-0.625578851,-0.732496259,1.785120901,-0.513394333,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011498,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,6.139919668,-0.59152733,1.330097117,0.76769818,2.276372224,2.357279477,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011499,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,0.705612648,0.059665455,2.862596187,0.396383694,-2.308312286,-0.304720403,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011500,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,1.566994104,-0.135404723,0.087312555,0.611332328,-1.609608569,2.613362513,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011501,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-1.10763104,0.095796117,0.946765456,-0.268068539,-0.492938445,-1.38918563,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011502,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,0.473581123,3.947273474,-0.281233002,-0.665919818,-0.940935769,-1.585603762,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011503,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,0.508689712,0.191566231,1.747211895,1.044490301,-1.244834833,-1.229743882,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011504,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,32.94033006,3.212547136,7.14560504,1.579665865,14.63782092,6.364691105,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011505,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,2.068185464,2.567981173,-0.786066197,0.013001411,-0.090877238,0.364146315,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011506,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-2.510179387,-0.202653999,-1.152498167,-0.801590698,0.703647039,-1.057083562,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011507,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,0.103624317,1.882879111,0.260849906,0.069148003,-1.244359608,-0.864893095,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
SRR20011508,-0.5338322,-0.567800702,0.559736738,0.020630766,1.054183278,-0.021004419,-0.166529253,-9.572934459,-0.851620032,0.553711095,-0.143669272,-6.192533679,-2.938822572,0.667423459,-0.312352678,0.174921043,0.676531308,-0.140161414
