Run,geo_continent,geo,sum,sum-organic,sum-inorganic,sum-Phosphotransferase,sum-Transporters,sum-Two-component
SRR2844600,Asia,3,29.04251074,1.053017068,18.61540161,-0.613692562,0.951289756,9.036494859
SRR2844601,Asia,3,0.514276644,0.292351262,-0.046681856,-0.685724643,-2.681421801,3.635753683
SRR2844602,Asia,3,-9.053565547,-2.26680273,0.535830582,-0.657175369,-5.662617123,-1.002800907
SRR2844616,Asia,3,22.99332205,-0.902831919,2.60928977,7.669214345,9.272874018,4.344775838
SRR2962480,Asia,3,-17.02516411,-1.85735569,-3.194896914,-0.714047042,-8.254949558,-3.00391491
SRR4254072,Asia,3,-17.87156211,-2.26680273,-0.589453603,-1.195742352,-9.737413103,-4.082150322
SRR4254075,Asia,3,-4.474247157,-2.26680273,-1.683919971,-1.195742352,-2.392859528,3.065077425
SRR4254076,Asia,3,-7.860365009,-2.26680273,-1.054501001,-1.195742352,-6.96622661,3.622907685
SRR5127900,Asia,3,0.830009614,-0.235101194,0.035471824,0.945738116,-2.355549057,2.439449925
SRR5130478,Asia,3,2.853994952,-0.582732993,1.362326304,1.131750852,-1.156274436,2.098925224
SRR5130604,Asia,3,14.98465343,0.395657914,2.502157046,4.422224685,1.589289714,6.075324075
SRR5133178,Asia,3,26.47204394,1.606790763,1.367300453,0.308213124,8.458912895,14.73082671
SRR5133179,Asia,3,17.80106716,-1.725585827,0.315433061,3.245626514,10.38266279,5.582930623
SRR5152881,Asia,3,-3.222960611,-0.899965859,0.289718693,1.395809843,-2.806635083,-1.201888205
SRR5152911,Asia,3,2.520978856,-1.00361042,-0.030977892,0.309076196,2.048955367,1.197535606
SRR5152955,Asia,3,4.33849144,-0.678531364,0.91667447,1.964991637,1.26787868,0.867478017
SRR5153238,Asia,3,15.18801689,3.116611128,2.576884466,3.026657678,3.901704365,2.566159255
SRR5177928,Asia,3,27.05040459,0.212224323,2.142809075,15.10555045,3.190838119,6.398982616
SRR5177929,Asia,3,30.61912533,-1.626400068,1.023402648,0.745661478,9.153729599,21.32273168
SRR5512132,Asia,3,-5.862358741,0.149294909,-2.175075465,-0.331542931,-2.512676581,-0.992358673
SRR5512133,Asia,3,-3.168226613,-0.992414953,-1.588284021,0.782614805,-1.599909335,0.229766891
SRR5512134,Asia,3,-8.634044369,-1.740073745,-1.349076024,0.291556206,-5.098784385,-0.73766642
SRR5512135,Asia,3,-9.915053501,-1.929572941,-2.043464365,0.049808475,-4.943855504,-1.047969165
SRR5512136,Asia,3,-12.47941424,-1.899723818,-2.772398994,1.504858647,-6.683405555,-2.628744521
SRR5512137,Asia,3,-5.215190655,-0.75936399,-2.340037328,2.023869173,-1.928175432,-2.211483077
SRR5512138,Asia,3,-3.465051509,-1.990944534,-2.121300836,1.530063992,-0.355229151,-0.527640982
SRR5512139,Asia,3,2.263329882,-0.112034255,-1.004235681,0.848902335,2.678076786,-0.147379304
SRR5512140,Asia,3,-6.475654101,-1.733193582,-1.693861809,1.207903797,-2.697029379,-1.559473129
SRR5512141,Asia,3,-4.164543338,-1.779712789,-1.444792154,0.947464168,-1.815032591,-0.072469972
SRR5512142,Asia,3,-5.925034787,-1.136113675,-1.833415201,2.373400102,-4.268305279,-1.060600735
SRR5512143,Asia,3,-9.603670948,-1.800576984,-1.406949521,0.060626226,-4.322259362,-2.134511308
SRR5512144,Asia,3,0.69093449,2.840210986,-1.40556247,0.605191665,-0.427369343,-0.921536348
SRR5512145,Asia,3,-5.713806445,-1.293254452,-1.059693857,0.432310455,-2.753973203,-1.039195387
SRR5512146,Asia,3,-8.887486243,-2.03910014,-1.506717083,0.295684059,-3.902661218,-1.734691861
SRR5512147,Asia,3,-5.936683767,-1.630076139,-1.734074834,1.423069653,-3.585624706,-0.409977741
SRR5639132,Asia,3,-9.895198541,-0.042393869,-1.791406662,-0.84302598,-6.494718023,-0.723654008
SRR5639133,Asia,3,-8.889426309,-0.893205476,-1.254820162,-1.195742352,-4.328591893,-1.217066427
SRR5639135,Asia,3,-5.917281412,-1.227420651,-0.713164703,-1.195742352,-1.741498881,-1.039454826
SRR5639136,Asia,3,-8.465920334,-1.052212175,-1.588255887,-0.574616451,-5.132029984,-0.118805837
SRR5639137,Asia,3,-11.43777151,-2.080286088,-1.263322457,-0.03689139,-6.772000558,-1.285271016
SRR5639138,Asia,3,-6.969162173,-1.609524083,-0.09926712,1.338907025,-4.787551665,-1.81172633
SRR5639139,Asia,3,-1.350214632,-0.986543198,0.394408606,-0.275135729,-3.236634863,2.753690552
SRR5639141,Asia,3,-9.39118996,-0.842835909,-0.487160663,-0.28846194,-5.747356984,-2.025374464
SRR5639169,Asia,3,-8.119828397,-1.843284234,0.620211004,-0.556480096,-5.352223828,-0.988051244
SRR5639170,Asia,3,-7.396360512,-0.970804623,-0.805285455,-0.45800168,-3.807284788,-1.354983966
SRR5639171,Asia,3,-8.867853216,-1.564814334,-1.607899656,0.838390931,-5.536685095,-0.996845063
SRR5639172,Asia,3,-5.783310234,-0.998509077,0.108179403,-0.500176018,-5.284427308,0.891622766
SRR5639177,Asia,3,-8.594818722,-0.087920752,-1.582946611,-0.772953441,-5.387820901,-0.763177017
SRR5639178,Asia,3,-3.953635123,-1.056730191,-0.952859165,-0.405875415,-3.155671175,1.617500824
SRR5639179,Asia,3,-8.709669333,-1.740446565,-0.592919562,-0.453318509,-5.706762718,-0.216221978
SRR5639180,Asia,3,-9.733679871,-1.305386471,-1.822265267,-1.195742352,-3.750348405,-1.659937377
SRR5639191,Asia,3,-6.10909142,-1.495949228,-0.791739813,-0.293507488,-2.543130513,-0.984764378
SRR5877196,Asia,3,55.16188688,7.583356366,3.830832753,1.396623798,25.95684337,16.39423059
SRR5877197,Asia,3,31.1336587,8.68524078,-0.674749463,1.920219122,16.80278704,4.40016122
SRR6049602,Asia,3,8.69940429,-2.042606295,1.054641831,1.667796567,-0.049710563,8.06928275
SRR6049603,Asia,3,55.9174579,21.63308992,5.209255299,-0.877707069,11.15841979,18.79439996
SRR6079912,Asia,3,-15.73961656,-0.668038535,-3.163971668,-1.174821178,-7.58663463,-3.146150546
SRR6325480,Asia,3,-8.516675684,-0.692868779,-2.406717317,0.061250164,-4.270241509,-1.208098243
SRR6325481,Asia,3,-3.36343236,-1.48337617,-1.466644341,1.219574478,-3.423475966,1.790489639
SRR6517649,Asia,3,19.67616117,2.369901079,4.181940858,-0.879467145,11.89395114,2.109835236
SRR6517650,Asia,3,19.35589615,2.366861929,3.430749221,-0.425413672,11.88274253,2.100956143
SRR6517651,Asia,3,17.52083242,2.895663783,3.112411345,-0.627491627,10.2879678,1.852281116
SRR6517652,Asia,3,17.57459493,3.518963137,2.393352285,-0.406989256,8.831399425,3.23786934
SRR6517653,Asia,3,10.88022335,1.716497802,1.672869537,-0.659064023,5.944573436,2.205346601
SRR6517654,Asia,3,20.32847699,2.274260403,5.993043811,-0.708942902,10.77560323,1.994512446
SRR6517655,Asia,3,20.38841227,5.681599839,4.575642079,-0.58117043,9.774746167,0.937594616
SRR6517656,Asia,3,10.52619253,4.911495366,2.832746464,-0.755036722,2.252125426,1.284861996
SRR6517657,Asia,3,14.91012149,7.160996586,4.198968611,-0.722668631,4.241267127,0.031557799
SRR6517658,Asia,3,23.39256996,11.21407847,4.779103914,-0.754465462,7.294838002,0.859015033
SRR6517659,Asia,3,13.75889466,4.419420065,5.484115666,-0.640788264,4.943009157,-0.446861968
SRR6517660,Asia,3,17.10049651,3.421750038,3.788702132,-0.489819904,9.024480765,1.355383483
SRR6917466,Asia,3,43.93778604,1.982364591,7.224350115,3.096630922,19.06703071,12.5674097
SRR6917467,Asia,3,40.4421893,4.109961912,8.249061381,6.145167282,12.05163069,9.88636804
SRR6917468,Asia,3,39.1612477,2.292998239,8.826069002,5.884199601,12.75478201,9.403198849
SRR6917469,Asia,3,36.97639428,2.36217069,8.144445547,1.188590383,12.55958599,12.72160167
SRR6917470,Asia,3,25.79154809,-0.93499487,5.731868717,0.110290087,8.308851741,12.57553241
SRR6917471,Asia,3,39.74565765,4.250959848,6.066965594,4.165672302,14.57311238,10.68894752
SRR7175523,Asia,3,64.2336379,-0.661895329,2.53873557,-0.284007489,61.8146443,0.826160852
SRR7448200,Asia,3,-5.902623741,-1.796394873,-2.664977065,-0.276884557,1.516030877,-2.680398123
SRR7448260,Asia,3,-6.225542541,-1.032526186,-2.289293169,-0.502107964,0.066909933,-2.468525154
SRR7448267,Asia,3,22.46925297,0.134365007,1.426262811,1.56916876,14.4212751,4.918181289
SRR7448268,Asia,3,-10.54620676,-1.245556171,-0.574498336,-0.222698586,-6.498092713,-2.005360956
SRR7448274,Asia,3,-10.60756893,-1.921358982,-2.660820194,0.134780069,-4.089781696,-2.070388126
SRR7448275,Asia,3,-10.78285255,-1.691026285,-1.524880481,-0.297602679,-5.149843168,-2.119499938
SRR7448276,Asia,3,-1.051683721,-1.38460819,0.097967899,0.611002377,-0.742713535,0.366667728
SRR7448277,Asia,3,-5.990042663,-1.782474447,-0.669528338,0.269530134,-3.654122907,-0.153447105
SRR7448278,Asia,3,-13.56952096,-1.505942005,-1.869868833,-0.816203278,-6.84748875,-2.530018096
SRR7448326,Asia,3,-14.93607826,-0.568379584,-2.776727315,-0.689496112,-7.911334712,-2.990140543
SRR7550489,Asia,3,-19.77587702,-2.264952519,-2.822300456,-0.803527113,-10.22968696,-3.655409969
SRR7550490,Asia,3,-20.67348299,-2.26680273,-2.998093262,-0.995252664,-10.624008,-3.789326331
SRR7550491,Asia,3,11.40720891,-1.194502353,10.75415995,2.73575228,-3.374720909,2.486519946
SRR7550492,Asia,3,10.73308012,-1.21825229,10.21991993,2.118410109,-3.424772177,3.037774548
SRR8936416,Asia,3,-7.379392913,0.746326313,-1.552825339,-1.195742352,-4.393940449,-0.983211087
SRR8936417,Asia,3,-7.357012221,-0.936959979,-1.150472129,-0.265221944,-3.074334755,-1.930023414
SRR8936418,Asia,3,-3.743594476,-1.323464184,-0.259935867,-0.109665556,-0.460837976,-1.589690893
SRR8936419,Asia,3,-1.14912683,-0.654817487,0.116019002,-0.017333821,-1.264286704,0.67129218
SRR8936420,Asia,3,-9.326546122,-1.508681218,-1.608075043,-0.685174065,-3.674356331,-1.850259465
SRR8936421,Asia,3,-13.31002193,-2.042879391,-0.601413935,-0.569911801,-7.473965376,-2.62185143
SRR8936422,Asia,3,-9.275801239,-1.347255643,-0.953644022,-0.792999452,-4.069109782,-2.112792341
SRR8936423,Asia,3,-12.70533638,-1.681657209,-2.04993158,0.043918265,-6.062722217,-2.954943642
SRR8936424,Asia,3,-10.11409838,-1.104413786,-1.399372574,-0.750964517,-4.895288108,-1.964059395
SRR8936425,Asia,3,-6.577799943,4.119078423,-1.492296043,-0.803413351,-5.984149248,-2.417019725
SRR8936426,Asia,3,-7.194281655,-1.853489463,0.125330396,-0.862132499,-3.31906505,-1.284925039
SRR8936427,Asia,3,-9.993974021,-2.26680273,-1.388524759,-0.588820211,-3.891593316,-1.858233005
SRR8936428,Asia,3,0.709396016,-0.300514962,0.380192438,0.385671732,-1.628276598,1.872323405
SRR8936429,Asia,3,-3.584318383,-1.849774126,-0.122930642,0.154671445,-2.084918759,0.318633698
SRR8936430,Asia,3,0.8675167,-0.929167919,0.403898973,-0.205548066,1.12310371,0.475230003
SRR8936431,Asia,3,-6.394639279,-1.756887612,-0.495889848,-0.548927689,-2.350768319,-1.24216581
SRR8936432,Asia,3,3.638359048,1.226107496,0.37193081,0.600917624,-0.272294267,1.711697384
SRR8936433,Asia,3,-9.768833306,-1.491376787,-0.943407475,-0.398207726,-5.670965082,-1.264876236
SRR8936434,Asia,3,-7.071302621,-1.136783809,-1.123179118,-0.778039874,-2.357637155,-1.675662666
SRR8936435,Asia,3,-7.995909317,-2.26680273,-0.803871065,-0.151095197,-3.717356506,-1.056783819
SRR8936436,Asia,3,-3.371048683,0.548248837,-1.080559606,-0.392144671,-2.307384758,-0.139208485
SRR8936437,Asia,3,-4.870911438,0.121474231,-1.695214476,-0.785392309,-1.696529274,-0.81524961
SRR8936438,Asia,3,-7.241047507,-0.489201604,-1.468281365,-1.08262113,-3.59481375,-0.606129659
SRR8936439,Asia,3,-5.668767116,-2.26680273,-0.776883842,-0.860361982,-0.526575664,-1.238142897
SRR8936440,Asia,3,1.272889738,-1.17946832,0.888254483,0.046881026,1.062235941,0.454986608
SRR8936441,Asia,3,-8.175922397,-2.087118374,-1.766645368,-1.092608224,-2.717965557,-0.511584874
SRR8936442,Asia,3,-2.617395284,-1.440432457,-1.148061952,1.352517088,-2.257328326,0.875910364
SRR8936443,Asia,3,-6.401432738,-1.994237692,0.013665343,-0.715918656,-3.935088444,0.230146711
SRR8936444,Asia,3,-4.832202902,-2.011581856,0.06480438,-0.724656708,-2.137552397,-0.023216321
SRR8936445,Asia,3,5.597097671,-0.893784831,-0.580424875,0.457061134,7.932260766,-1.318014522
SRR8936446,Asia,3,-9.71795575,-1.3346878,-2.114588889,-0.797877834,-3.135984894,-2.334816331
SRR8936447,Asia,3,6.277789931,-2.132547113,-1.295986754,1.268900774,4.149510078,4.287912946
SRR8936448,Asia,3,6.493464243,-1.10403853,-0.689594335,-0.842554801,10.60065737,-1.471005464
SRR8936449,Asia,3,-6.852276802,-2.144836802,-0.993941562,-0.606618184,-2.721898442,-0.384981813
SRR8936450,Asia,3,4.354271309,-1.312262807,-0.98431257,-0.109702328,7.850301999,-1.089752985
SRR8936451,Asia,3,5.915599767,-1.50162863,-0.353773633,1.263488621,7.349012234,-0.841498824
SRR8936452,Asia,3,-6.490264845,-1.544792178,-1.60585373,0.400709621,-2.295198818,-1.445129741
SRR8936453,Asia,3,-5.664797098,-1.871316718,-1.310576586,0.013403372,-1.380110929,-1.116196236
SRR8936454,Asia,3,-1.914863746,2.131052051,0.719729136,-0.544966835,-2.665284312,-1.555393786
SRR8936455,Asia,3,-1.528827949,-1.940420751,-1.740128968,1.729583147,0.703422062,-0.281283439
SRR8936456,Asia,3,-5.517203967,-1.232900173,-0.003285094,-0.193899091,-4.731794413,0.644674803
SRR8936457,Asia,3,4.366275458,0.231740477,-0.637438615,-0.561387577,5.303405647,0.029955527
SRR8936458,Asia,3,2.534444862,-1.145058496,1.99347782,-0.182844709,0.913474254,0.955395994
SRR8936459,Asia,3,-3.587396933,-0.54464155,-1.965225204,-0.844864049,-0.581317731,0.348651602
SRR8936460,Asia,3,-2.041708947,-0.728222318,0.531618487,0.733183568,-1.536976361,-1.041312324
SRR8936461,Asia,3,-0.256826692,0.61039081,-0.090660149,-0.151852274,0.214203397,-0.838908476
SRR8936462,Asia,3,-2.751209247,-1.44141797,-1.813633955,1.002395486,0.72394038,-1.222493188
SRR8936463,Asia,3,-4.297946905,-1.115028636,-1.389352338,0.642005932,-1.871532843,-0.564039021
SRR8936464,Asia,3,-5.200499324,-1.579878848,-0.202040039,0.697482386,-2.126413906,-1.989648918
SRR8936465,Asia,3,7.302273339,-1.477033197,0.389570446,1.667377369,4.657315738,2.065042984
SRR8936466,Asia,3,-1.693359619,-2.112550373,-0.240024261,0.304832077,1.411000175,-1.056617238
SRR8936467,Asia,3,-4.208272609,-1.232238383,-1.455128579,-0.693109418,-0.687938612,-0.139857618
SRR8936468,Asia,3,-12.75296279,-1.812876408,-1.409970881,-0.894522187,-6.610800547,-2.024792761
SRR8936469,Asia,3,-8.038079168,-1.756528865,-1.946560758,-0.561768857,-1.699860114,-2.073360573
SRR8936470,Asia,3,-10.10440816,-1.708655148,-1.25827547,-0.985944834,-4.951699845,-1.199832868
SRR8936471,Asia,3,-9.177913555,-1.534693543,-1.731485121,0.238968308,-4.590058595,-1.560644604
SRR8936472,Asia,3,-9.850467234,-1.862077097,-2.358390519,-0.790193692,-3.446907931,-1.392897996
SRR8936473,Asia,3,43.43183966,1.323155318,1.493976775,4.181828571,31.82131375,4.611565244
SRR8936474,Asia,3,30.94208689,2.731119576,1.31289633,1.655377436,23.26258484,1.980108705
SRR8936475,Asia,3,15.94386997,0.24661873,-0.644124338,1.227743828,14.19181958,0.921812176
SRR908208,Asia,3,6.045933307,0.68704677,0.053394466,-0.400994757,2.792827572,2.913659257
SRR908211,Asia,3,7.858086545,-1.701870904,0.691813682,-0.557152804,1.876650883,7.548645687
SRR908272,Asia,3,16.54622343,-1.505592723,2.082852158,-0.424722343,6.471808473,9.921877864
SRR908273,Asia,3,-4.538436396,-2.26680273,-1.0406993,0.163025388,-1.283641196,-0.110318558
SRR908275,Asia,3,-3.301014271,-1.507467533,-1.052549217,0.348051128,-2.936963517,1.847914867
SRR908276,Asia,3,-2.607945236,-1.134770855,-0.636403905,0.331014033,-2.013004466,0.845219956
SRR908279,Asia,3,41.51986899,1.131705844,5.3823001,6.445896958,19.68367532,8.876290771
SRR908281,Asia,3,28.83914501,6.10874363,6.064778227,-0.461884271,6.375358821,10.7521486
SRR908290,Asia,3,2.451419578,-2.126674914,4.961152095,1.098019761,-0.292677446,-1.188399919
SRR908291,Asia,3,58.34913214,-0.923357007,10.90764029,6.807280096,32.33293553,9.224633236
SRR9093167,Asia,3,-9.120832871,-1.779874262,-2.325991862,-0.41327737,-2.868076959,-1.733612418
SRR9656206,Asia,3,-6.07109377,-0.674174865,2.639907156,-0.57677356,-7.270653611,-0.189398891
SRR9656207,Asia,3,-2.711071599,-2.126910402,0.030473162,0.38937592,-2.710109067,1.706098788
SRR9691018,Asia,3,-8.42066764,-1.320037344,-0.912670366,-0.75196147,-4.686249314,-0.749749147
SRR9691019,Asia,3,-9.17952482,-0.468424326,-1.58930695,-0.167122425,-5.525995161,-1.428675958
SRR9691020,Asia,3,7.437534464,0.045654274,1.34144421,0.26991777,4.19145021,1.589068
SRR9691021,Asia,3,4.868030112,0.465198141,0.575176975,0.48547533,4.35244785,-1.010268184
SRR9691022,Asia,3,-6.0325304,-1.863303113,-0.8556225,1.288706569,-3.533030173,-1.069281182
SRR9691023,Asia,3,0.166364736,-0.19364185,-0.337609465,0.468965216,-0.014541689,0.243192523
SRR9691024,Asia,3,4.618323966,2.474878906,2.163953449,0.716117317,-0.258657028,-0.477968679
SRR9691025,Asia,3,-6.607119815,2.441777867,-1.424027691,-0.166556089,-5.293762553,-2.16455135
SRR9691026,Asia,3,1.503850397,-1.776688724,-0.448120995,4.818555355,-0.732539682,-0.357355558
SRR9691027,Asia,3,-5.998559846,-1.15142887,0.311463974,-0.36123181,-5.02421985,0.22685671
SRR9691028,Asia,3,-9.734118646,-1.156277846,-1.842061295,-0.680705875,-3.320809572,-2.734264058
SRR9691029,Asia,3,-5.559527643,-1.743328372,-1.05948966,-0.207248394,-3.565364694,1.015903478
SRR9691030,Asia,3,-7.443183773,2.082066257,-2.343677347,-0.83701734,-4.205256108,-2.139299235
SRR9691031,Asia,3,-0.961238903,1.382761809,-0.989083066,-0.025198184,-0.096088998,-1.233630463
SRR9691032,Asia,3,-11.03666961,-2.142981171,-2.15420699,-0.801521383,-4.192782909,-1.745177157
SRR9691033,Asia,3,26.23828475,-0.582172347,7.695462805,2.397593832,10.06504478,6.662355682
SRR9691034,Asia,3,-1.226212679,0.264885163,-0.745669596,-0.018042378,-0.959577094,0.232191225
SRR9691035,Asia,3,15.84335132,2.878635657,0.900358022,1.181287903,8.477276939,2.405792798
SRR9691036,Asia,3,11.23706675,-1.47396924,1.084278667,1.63134848,5.941190444,4.054218401
SRR9691037,Asia,3,-8.844105477,-1.000432872,-1.871685387,-0.798766448,-2.542329842,-2.630890929
SRR9691038,Asia,3,-1.950843615,-1.397858429,-0.871596495,0.293426434,0.596927346,-0.571742471
SRR9691039,Asia,3,9.706125973,0.494035788,-1.822981639,0.34345916,11.7852348,-1.093622137
SRR9691040,Asia,3,11.67306387,-0.333621267,0.54123613,3.313482602,6.566242724,1.585723681
SRR9691041,Asia,3,9.138122209,-1.397557514,1.280207614,3.852156634,3.045088809,2.358226666
SRR9691042,Asia,3,5.863174654,-1.553811004,2.545077985,0.787442993,-0.754882171,4.839346852
SRR9691043,Asia,3,-1.266658022,-1.132866502,0.067013227,-0.613706432,0.084043363,0.328858322
SRR9691044,Asia,3,17.94474148,0.167397158,3.273953718,1.532844172,7.06040036,5.910146075
SRR9691045,Asia,3,-5.271534045,-1.954468245,-1.147272358,0.311100532,-0.964594142,-1.516299832
SRR9691046,Asia,3,11.85454851,-0.917969618,1.805390401,2.070244003,3.723676731,5.173206994
SRR9691047,Asia,3,-4.515344711,-1.518382951,0.055333621,-0.308521061,-2.856083396,0.112309076
SRR9691048,Asia,3,8.471545175,-0.208042194,-0.342477616,-0.865552175,9.837646853,0.049970306
SRR9691049,Asia,3,-13.88151589,-1.839804769,-2.721585316,-0.7364566,-5.747893397,-2.835775808
SRR9691050,Asia,3,5.856209782,-0.610219892,1.299136335,4.097198666,0.518669533,0.55142514
SRR9691051,Asia,3,-4.673602947,-0.511052332,-0.622873343,-0.136406024,-2.447228808,-0.95604244
SRR9691052,Asia,3,-7.874714882,-2.133161209,-1.052118437,2.065359662,-4.466663265,-2.288131633
SRR9691053,Asia,3,1.178547038,2.720765656,-1.749052557,-0.566859072,2.672906873,-1.899213862
SRR9691054,Asia,3,17.89623406,2.351612401,1.932787847,2.51538728,8.513657909,2.582788619
SRR9691055,Asia,3,-11.88240521,-2.009769115,-0.925669692,-1.065400429,-6.126418096,-1.755147883
SRR9691056,Asia,3,-8.578163096,-0.747515323,-1.770849123,-0.500280238,-3.989851856,-1.569666556
SRR9691057,Asia,3,2.789640802,-0.044974353,-0.220294173,-0.06556389,3.019521377,0.10095184
SRR9691058,Asia,3,4.646594422,-0.273917002,1.737266163,0.586402582,1.928556226,0.668286453
SRR9691059,Asia,3,-8.132602111,-0.766294676,-1.45432294,-0.174855724,-3.947540545,-1.789588226
SRR9691060,Asia,3,1.699493457,-0.656207738,0.411553988,0.769976172,1.446082944,-0.271911909
SRR9906328,Asia,3,-10.41040976,-2.021904309,-2.195470498,-0.613858628,-3.786442798,-1.792733523
SRR9906329,Asia,3,-7.35146255,-2.053098158,-1.860156783,-0.914514489,-0.804486439,-1.719206682
SRR9906330,Asia,3,-10.99513487,-1.857730427,-2.290887533,-1.002252165,-3.852247591,-1.992017149
SRR10489811,Europe,4,0.882629569,0.683297573,-0.634247747,0.143930549,0.024809284,0.664839911
SRR10489812,Europe,4,-1.890529505,-1.842759665,-0.127897566,-0.015142179,-1.670592051,1.765861955
SRR10489813,Europe,4,3.134596092,-0.531011791,-0.14942858,0.264722516,0.452254956,3.09805899
SRR10489814,Europe,4,-4.74546689,-1.878208576,-0.676501698,-0.211605847,-1.335301393,-0.643849376
SRR10489815,Europe,4,-8.614595489,-0.774202902,-2.179613054,-0.093857033,-5.376017769,-0.190904731
SRR10489816,Europe,4,0.112107318,-1.227808148,-0.539745225,0.260867933,0.410770909,1.208021849
SRR10489817,Europe,4,1.862317868,-0.287845154,0.294860634,0.436312788,-0.515035144,1.934024745
SRR10489818,Europe,4,-0.98933714,-1.514804378,0.327018251,-0.43487586,-2.166577318,2.799902165
SRR10489819,Europe,4,-0.818355249,-1.932750543,-0.432639333,0.832785539,-0.972846252,1.687095341
SRR10489820,Europe,4,-3.080968751,-1.696477076,-0.115369232,0.126211242,-1.62440874,0.229075056
SRR10489821,Europe,4,-10.4252468,-0.305953228,-1.955261757,-0.270968681,-5.785210198,-2.107852938
SRR10489822,Europe,4,0.997833502,-0.060994091,-0.582818397,0.625705647,-1.043718408,2.059658752
SRR10489823,Europe,4,-2.507379264,-1.671383897,-0.3104708,0.710119415,-3.050878909,1.815234927
SRR10489824,Europe,4,-4.740149783,0.078316764,-0.877677399,1.108317969,-3.273684537,-1.775422579
SRR10489825,Europe,4,-3.380653548,-0.262596416,-0.964410386,1.045313698,-3.793116821,0.594156377
SRR10489826,Europe,4,-1.961173416,-1.953865476,-0.824807967,0.151567518,-2.757642069,3.423574579
SRR10489827,Europe,4,2.552356394,-1.221147849,-0.010540081,-0.220201253,1.971373939,2.032871638
SRR10489828,Europe,4,-1.285083045,-1.395812289,0.277452752,0.098538842,-2.088796859,1.82353451
SRR10489829,Europe,4,-6.009284636,-1.649825433,-1.611446968,0.949513493,-4.087666695,0.390140966
SRR10489830,Europe,4,-9.390034552,-1.707795841,-1.449371902,0.198181642,-5.900407005,-0.530641446
SRR10489831,Europe,4,-2.707731215,-1.890316645,-0.654580617,0.997244385,-3.474548618,2.31447028
SRR10489832,Europe,4,-4.331341176,0.493840255,-1.212809364,1.349407895,-5.343706282,0.381926321
SRR10489833,Europe,4,-10.91174104,-1.885879529,-1.641445767,-0.378408426,-5.779507033,-1.226500287
SRR10489834,Europe,4,-6.765120603,-2.015369399,0.004667156,0.487863783,-3.966547422,-1.275734721
SRR10489835,Europe,4,3.21659521,-0.752408257,-0.218536333,1.939956841,0.701133093,1.546449865
SRR10489836,Europe,4,4.936950172,-0.659979509,-0.356265468,0.919544899,1.686615861,3.347034389
SRR10489837,Europe,4,-6.180579416,-1.694862276,0.681998677,-0.584896961,-5.101857098,0.519038242
SRR10489838,Europe,4,-5.682285858,-1.506317054,-1.4009381,-0.187416433,-1.229041364,-1.358572908
SRR10489839,Europe,4,-0.486369091,-1.844882091,-0.398058323,0.707935174,-1.004736335,2.053372483
SRR11671580,Europe,4,-2.959195351,-1.20177049,1.103773316,-0.674796849,-1.627516637,-0.55888469
SRR11671581,Europe,4,-3.467235809,-1.350869576,1.603887722,-0.938501487,-1.745905895,-1.035846573
SRR11671582,Europe,4,-5.197979761,-1.722833972,1.730810074,-0.874052286,-3.219639798,-1.11226378
SRR11671584,Europe,4,-4.60403349,-1.931646601,2.298658415,-0.868220635,-2.784713378,-1.318111291
SRR11671586,Europe,4,-5.216013989,-1.792198598,2.069400712,-0.964435332,-3.525811,-1.00296977
SRR11671587,Europe,4,-3.424303383,-0.693076012,-0.875568704,1.021462091,-2.232830261,-0.644290498
SRR11671588,Europe,4,-3.761974222,-1.435569267,2.580998444,-0.837564762,-3.011336382,-1.058502255
SRR11671808,Europe,4,-1.871490035,1.738936966,-0.51927863,0.53514087,-2.590638118,-1.035651124
SRR11672838,Europe,4,14.10993423,-1.964251816,0.624720522,-0.159181747,10.47483031,5.133816963
SRR11672839,Europe,4,-3.402884185,1.073604587,-0.81921806,0.523190889,-3.242451215,-0.938010386
SRR11672840,Europe,4,6.856037228,-2.137677701,0.449961694,-0.334759648,1.079303697,7.799209186
SRR11672841,Europe,4,-4.310405371,0.153823185,-1.369777064,0.264489832,-2.564334435,-0.794606889
SRR11673296,Europe,4,6.760152882,-1.683376761,1.307681585,0.258873248,-1.479493737,8.356468547
SRR11673297,Europe,4,-0.445616788,1.493417075,-0.810123798,0.630641478,-1.281753972,-0.47779757
SRR11673298,Europe,4,-1.574286069,1.751909084,-0.461640556,0.064551271,-2.072796751,-0.856309118
SRR11673299,Europe,4,-3.240215122,0.839348232,-0.767475105,-0.356067257,-5.877898818,2.921877826
SRR11673319,Europe,4,-0.905436349,0.669258059,-1.65994237,0.1101439,-4.237632333,4.212736395
SRR11673482,Europe,4,-3.674636339,-0.699368746,-1.065766103,0.292281035,-4.887069118,2.685286593
SRR11674055,Europe,4,4.352694026,-0.279845955,3.371152417,0.104574747,1.145198484,0.011614333
SRR11674058,Europe,4,4.565384961,-0.647586498,3.122138778,0.01756913,2.098024766,-0.024761215
SRR11674061,Europe,4,7.730257222,2.517377742,0.869754456,1.342899704,1.445171907,1.555053413
SRR11674062,Europe,4,7.376351562,2.378264266,0.699409645,1.426308727,2.044920801,0.827448123
SRR11674063,Europe,4,2.998421677,-1.253637963,3.637487618,-0.147360094,0.55236085,0.209571265
SRR11674120,Europe,4,8.170624592,2.105180288,0.660427894,1.863262502,2.682009191,0.859744717
SRR11723790,Europe,4,-6.780952292,-1.979100405,-0.77130951,0.049048367,-3.248244915,-0.831345827
