Run,geo_continent,geo,sum,sum-organic,sum-inorganic,sum-Phosphotransferase,sum-Transporters,sum-Two-component
SRR24605826,Antarctica,2,-9.127882516,-1.293495547,-2.090870158,-0.914153903,-2.891917774,-1.937445135
SRR24605827,Antarctica,2,4.337440106,-0.591922573,1.32103628,-0.310810075,3.561687414,0.357449061
SRR24605828,Antarctica,2,0.316403453,-0.013169139,0.25212191,-0.008967727,-0.890866719,0.977285127
SRR24605829,Antarctica,2,9.142184551,-0.045408405,1.450422207,0.681049928,0.282564342,6.77355648
SRR24605830,Antarctica,2,4.247444355,-0.257175944,0.596398066,0.52947584,0.098626259,3.280120133
SRR24605831,Antarctica,2,-8.492679816,-1.630609483,-0.827536164,-0.545116772,-4.165764625,-1.323652771
SRR24605832,Antarctica,2,18.27572041,9.796792145,2.007897109,0.068402314,3.680713138,2.721915701
SRR24605833,Antarctica,2,17.93001684,2.791623199,1.581020284,1.909374112,7.723798118,3.924201126
SRR24605834,Antarctica,2,55.7418434,40.34146147,1.609302229,0.224718918,13.43930521,0.127055574
SRR24605835,Antarctica,2,-7.380275245,-0.604400626,-2.25251085,-0.927310662,-1.749553985,-1.846499123
SRR24605836,Antarctica,2,4.206553476,1.091501151,0.613359658,-0.508489501,-0.358785585,3.368967753
SRR24605837,Antarctica,2,3.560118529,3.411211967,0.197061018,0.306301508,-0.341351667,-0.013104297
SRR24605838,Antarctica,2,-3.034086982,-0.627730601,0.858733755,-0.872417101,-1.688625516,-0.70404752
SRR24605839,Antarctica,2,2.80451335,-0.023753169,1.317668528,0.329809934,-0.715305088,1.896093145
SRR24605840,Antarctica,2,-9.051247614,-1.888877325,-1.622293307,-0.929148498,-3.104029495,-1.506898989
SRR24605841,Antarctica,2,-10.52461251,-0.557783659,-1.329177043,-1.099556868,-5.320733814,-2.217361131
SRR24605842,Antarctica,2,-6.147643836,-0.824370981,-0.909654156,-0.345401565,-2.971061553,-1.097155582
SRR24605843,Antarctica,2,10.69427036,-0.48544132,2.506057519,0.983916464,2.876763718,4.812973983
SRR24605844,Antarctica,2,0.484885446,0.738648723,3.07548502,-0.58805902,-3.323720384,0.582531107
SRR5223441,Antarctica,2,-12.74233263,-1.520624847,-1.318531947,-0.984846863,-8.080240006,-0.838088963
SRR5223442,Antarctica,2,-11.39370952,-0.881133032,-1.379683103,0.465798294,-7.741580236,-1.857111444
SRR5223443,Antarctica,2,-10.79844635,-2.076740492,-1.160406012,1.114860536,-5.773350963,-2.902809418
SRR10028477,Asia,3,-11.0756115,-2.26680273,-0.606315556,-1.050562095,-3.671744894,-3.480186225
SRR10028478,Asia,3,-14.32885294,-1.945113156,-2.025300157,-1.195742352,-6.132613089,-3.030084188
SRR10028479,Asia,3,-11.15283964,-2.26680273,-0.801771304,-1.121357138,-4.592952496,-2.369955972
SRR10028480,Asia,3,-16.95366152,-2.26680273,-2.602230018,-1.06316353,-7.646588995,-3.374876244
SRR10028481,Asia,3,-7.270670255,-2.26680273,-1.560812645,-0.976770045,-3.079539543,0.61325471
SRR10028482,Asia,3,-4.216348013,-1.377930443,-0.353843822,-0.286979449,-0.174439933,-2.023154366
SRR10028483,Asia,3,-13.97735523,-2.26680273,-1.840811922,-1.195742352,-6.40686214,-2.267136088
SRR10028484,Asia,3,-15.67342805,-2.17200108,-1.394744686,-1.195742352,-7.577973054,-3.33296688
SRR10028485,Asia,3,-3.561382719,-1.777716886,0.019804371,-0.144779495,-0.794085553,-0.864605156
SRR10028486,Asia,3,-12.78787807,-2.078230715,-0.611769337,-1.068846759,-6.703092464,-2.325938799
SRR10028487,Asia,3,-16.0325961,-2.26680273,-1.241599434,-1.195742352,-7.592442889,-3.736008692
SRR10028488,Asia,3,-11.38962403,-2.197725246,-1.958121513,-1.195742352,-3.208089181,-2.829945742
SRR10028489,Asia,3,-13.50462258,-2.146564963,-0.235198979,-1.087871458,-6.848992692,-3.185994491
SRR10028490,Asia,3,-15.92549831,-1.899956728,-1.466943934,-0.794362153,-8.811640568,-2.952594922
SRR10028491,Asia,3,-12.64722672,-1.622015842,-1.363454813,-1.07948965,-6.011451827,-2.570814591
SRR10028492,Asia,3,-10.89481443,-2.26680273,-1.20813128,-1.00175798,-3.41209343,-3.006029015
SRR10028493,Asia,3,-10.23724651,-2.26680273,-1.11774162,-1.195742352,-2.973159906,-2.683799898
SRR10028494,Asia,3,-5.917753514,-2.26680273,-0.964740787,-0.213667649,-0.729975964,-1.742566383
SRR10028495,Asia,3,-15.50099466,-2.26680273,-2.016037795,-1.195742352,-6.657751059,-3.364660724
SRR10028496,Asia,3,11.84119339,-1.82651976,1.53513785,3.637036442,9.229597962,-0.734059104
SRR10028497,Asia,3,52.90743554,41.06551885,-0.876336764,-0.122192625,13.61131643,-0.770870347
SRR10028498,Asia,3,11.51760903,-0.943582427,-0.323618341,0.90540837,12.34576394,-0.466362519
SRR10028499,Asia,3,-0.099904915,-2.26680273,-1.40350105,-0.036840942,5.895940639,-2.288700832
SRR10028500,Asia,3,20.41362227,-2.031847227,1.899142358,3.861987917,17.96723743,-1.28289821
SRR10028501,Asia,3,-14.93746134,-2.26680273,-1.459446866,-1.167834526,-6.247393587,-3.795983634
SRR10028502,Asia,3,-8.973673495,-2.26680273,-1.433650033,-1.195742352,-1.771954108,-2.305524272
SRR10028503,Asia,3,-11.0399481,-2.141925381,-1.45728094,-1.031819334,-3.586507598,-2.822414852
SRR10028504,Asia,3,-11.41480562,-2.138712878,-1.248096502,-1.195742352,-5.346281086,-1.485972805
SRR10028505,Asia,3,-10.78465666,-2.26680273,-2.096917292,-1.195742352,-3.631704012,-1.593490277
SRR10028506,Asia,3,-13.70046254,-1.950990926,-1.932348205,-1.175326423,-5.577411789,-3.064385199
SRR10028507,Asia,3,-5.627265278,-2.26680273,-0.087834988,-0.084400768,-0.817083974,-2.371142818
SRR10028508,Asia,3,-13.29777013,-2.26680273,-1.698724976,-0.702889017,-6.331999582,-2.297353826
SRR10159347,Asia,3,-5.360309062,-2.109048962,-1.219762234,0.956640377,-2.792396148,-0.195742095
SRR10159348,Asia,3,-2.977346166,-1.647386339,-1.205192008,0.88238067,0.023239282,-1.030387771
SRR10159349,Asia,3,-2.09392529,-0.895982671,-1.151304932,1.194901315,-0.452717291,-0.788821711
SRR10159350,Asia,3,1.118563533,-1.356187908,-1.639614521,2.349454525,0.882996184,0.881915253
SRR10159351,Asia,3,4.469875708,-1.919641317,-1.105505514,3.183574662,4.498522934,-0.187075057
SRR10159352,Asia,3,0.105385274,-0.939767655,-1.489654362,2.864097107,0.270488317,-0.599778134
SRR10159353,Asia,3,-4.366757601,-1.74679767,-1.156125813,1.477646621,-2.5175168,-0.423963939
SRR10159354,Asia,3,-6.950173673,-1.957046224,-1.714896528,1.065781395,-2.721189089,-1.622823226
SRR10159355,Asia,3,-5.807667674,-2.02606049,-1.503868261,1.521727812,-2.235089324,-1.564377411
SRR10159356,Asia,3,-0.334290393,-1.579192118,1.82446458,-0.139138748,-0.560117742,0.119693635
SRR10260005,Asia,3,-9.786241877,-1.949880701,-2.83735503,3.440391282,-5.989861088,-2.44953634
SRR10260006,Asia,3,-1.200842749,0.696776756,-0.759677585,1.110518197,-3.220116455,0.971656338
SRR10260007,Asia,3,-9.470460834,-1.039700384,-1.862331923,0.717098903,-4.874631322,-2.410896108
SRR10260008,Asia,3,-10.13470038,-2.093338154,-0.718219921,-0.556009773,-5.456183309,-1.310949227
SRR10260009,Asia,3,-8.243203747,-1.947792787,1.249553358,-1.13476758,-4.243417133,-2.166779604
SRR10260010,Asia,3,-1.781232467,-1.793963692,-1.158973355,-0.334541499,3.850384761,-2.344138682
SRR10260011,Asia,3,-9.327858895,-1.477018845,-1.255721568,0.20487691,-5.253092713,-1.546902679
SRR10260012,Asia,3,-5.692248636,-1.873210647,-1.485508442,3.833938729,-4.639912759,-1.527555516
SRR10445785,Asia,3,-22.37397367,-2.26680273,-3.63837106,-1.195742352,-11.19090721,-4.082150322
SRR10445786,Asia,3,-22.37535171,-2.26680273,-3.629964519,-1.195742352,-11.20069179,-4.082150322
SRR10445787,Asia,3,-22.31965824,-2.26680273,-3.632521375,-1.195742352,-11.14244147,-4.082150322
SRR10445788,Asia,3,-22.28127441,-2.26680273,-3.56465903,-1.195742352,-11.18864555,-4.065424745
SRR10445789,Asia,3,-21.8179783,-2.021310576,-3.47548907,-1.195742352,-11.06834616,-4.057090146
SRR10445790,Asia,3,-22.39040198,-2.26680273,-3.63837106,-1.195742352,-11.20733552,-4.082150322
SRR10445791,Asia,3,-22.33420138,-2.26680273,-3.622279548,-1.172868836,-11.19009994,-4.082150322
SRR10492801,Asia,3,31.90495583,-0.390451334,5.888914711,1.362328037,9.055236699,15.98892772
SRR10586121,Asia,3,1.378619797,0.302904481,1.345172674,0.092479158,0.825577646,-1.187514161
SRR10586122,Asia,3,-0.435535456,0.422510055,-1.789686996,-0.217914533,2.191999599,-1.042443581
SRR10586123,Asia,3,0.514965904,5.545724523,-0.953155195,-0.503533083,-2.244404553,-1.329665789
SRR10586124,Asia,3,3.609462887,7.861544085,-0.699957434,-0.522399303,-3.060919068,0.031194608
SRR10586125,Asia,3,-0.72685123,-0.745810664,-1.511656826,0.313420906,1.125942106,0.091253248
SRR10586126,Asia,3,-2.413135534,0.685267787,-0.908585015,0.012735266,-4.492716954,2.290163382
SRR10586127,Asia,3,-5.685633862,2.150987515,-1.819325633,-1.12338914,-3.454211776,-1.439694828
SRR10586129,Asia,3,6.274056173,1.201103607,1.922163369,-0.870006108,1.547909641,2.472885665
SRR10586130,Asia,3,-4.420870846,-0.72412829,-0.184982979,-0.700842772,-2.340819181,-0.470097624
SRR10586131,Asia,3,-7.085176963,-1.507662471,-0.713306803,-1.156048298,-2.318431303,-1.389728087
SRR10586135,Asia,3,2.083941373,-1.233408214,0.118911701,-0.763219163,2.621738876,1.339918173
SRR10586136,Asia,3,17.0420426,13.60515314,0.107399305,0.578092346,2.302038273,0.449359537
SRR10854857,Asia,3,-22.39040198,-2.26680273,-3.63837106,-1.195742352,-11.20733552,-4.082150322
SRR10861768,Asia,3,-11.01710568,-1.614747602,-2.508156215,-0.482429368,-4.02844506,-2.383327434
SRR11285378,Asia,3,35.68093645,1.236094824,8.045567263,1.340550198,9.567817347,15.49090681
SRR11802899,Asia,3,-1.599392935,-1.639866791,0.794437967,0.83342413,-1.241086158,-0.346302082
SRR11802901,Asia,3,4.078510983,-0.537573649,-0.395700632,-0.761927716,5.66908033,0.104632649
SRR11802902,Asia,3,4.359444206,-0.898099327,-0.774892056,-0.133877758,5.11349139,1.052821957
SRR11802903,Asia,3,-6.468157856,-1.529293926,-1.293421601,-0.488395926,-0.784512588,-2.372533814
SRR11802904,Asia,3,-0.35370901,0.579499326,-0.600248716,-0.019403266,-0.111379259,-0.202177096
SRR11802905,Asia,3,-7.466821367,-1.090120776,-1.202132932,-0.569232673,-3.072903491,-1.532431495
SRR11802906,Asia,3,-5.012065331,-0.929320349,0.407794378,0.96795568,-3.396288124,-2.062206917
SRR11802907,Asia,3,-7.006084735,-1.190536848,-1.134243679,-0.322228451,-3.169949679,-1.189126078
SRR11802908,Asia,3,-11.49824181,-1.562082835,-1.850120929,-0.503130203,-6.324200824,-1.258707022
SRR11802909,Asia,3,-7.602583759,-0.57024513,-1.714676487,-0.396518037,-2.492200562,-2.428943543
SRR11802910,Asia,3,-8.025789894,-1.157539432,-0.861083407,0.658331431,-5.879749272,-0.785749212
SRR11802911,Asia,3,-9.158840165,-1.390207601,-1.166553436,-0.540959661,-4.885346643,-1.175772824
SRR11802912,Asia,3,-6.61237608,-1.176068754,-0.966304419,-0.290533616,-4.160670421,-0.018798871
SRR11802913,Asia,3,2.947751807,-0.402747119,0.078882981,2.181345888,0.672639634,0.417630424
SRR11802914,Asia,3,-2.901676323,-0.473815091,0.03577638,-0.720575793,-2.725979629,0.98291781
SRR12030746,Asia,3,6.052948836,-1.462192839,1.042871102,-0.633499791,5.896128994,1.20964137
SRR12030748,Asia,3,5.592209297,-1.617882086,0.485637409,0.444977127,6.860752099,-0.581275251
SRR12030750,Asia,3,5.149042385,0.165857564,0.690363672,-0.884173843,5.596500614,-0.419505623
SRR12030751,Asia,3,14.87894116,2.619483174,1.752729297,-0.076997798,10.39216289,0.191563602
SRR12030753,Asia,3,-12.02917496,-2.079679418,-1.429947075,-1.081375626,-4.651465221,-2.786707618
SRR12030756,Asia,3,-4.412232932,-1.800370646,0.254900318,-0.983209277,-1.572414067,-0.31113926
SRR12030758,Asia,3,-3.592895011,-1.170853147,-1.091726005,-0.787580517,-0.219553463,-0.323181879
SRR12030760,Asia,3,-10.41093012,-2.185379121,-0.456936465,-1.096267729,-4.060033215,-2.61231359
SRR12030762,Asia,3,-5.109248259,-1.694149388,0.020606821,-1.168173109,-1.697252352,-0.570280231
SRR12030764,Asia,3,-8.457933592,-1.646232412,-0.315312258,-1.09773455,-3.376376851,-2.022277521
SRR12030766,Asia,3,-3.886251464,0.954580171,-1.264627242,-0.556568984,-1.410750328,-1.608885081
SRR12030767,Asia,3,1.296671681,-0.028842947,0.174288721,-0.841956004,2.576804796,-0.583622884
SRR12030769,Asia,3,4.610575294,1.048778621,-0.303176142,-0.841790164,5.553552764,-0.846789785
SRR12030771,Asia,3,3.892332374,-0.945908323,0.272371863,-0.358135777,5.685791076,-0.761786466
SRR12030773,Asia,3,3.932413839,-1.448000142,2.871491573,0.117531184,3.930628199,-1.539236975
SRR12030775,Asia,3,4.480137347,6.915781698,0.426057648,-0.948887296,-1.345309465,-0.567505239
SRR12030778,Asia,3,14.99788984,-0.545611575,3.052045962,2.195427745,9.303236758,0.992790952
SRR12102596,Asia,3,-13.98377554,-0.332232633,-2.045176048,-1.195742352,-7.299992003,-3.110632502
SRR12102597,Asia,3,-12.51791722,-1.372738899,-1.555141395,-0.386271157,-7.166468779,-2.03729699
SRR12102598,Asia,3,-14.73498218,-1.34974241,-2.060915182,-0.793739139,-7.250083789,-3.280501659
SRR12102599,Asia,3,-9.392996847,0.861125988,-1.92230737,-0.641485036,-5.580551856,-2.109778573
SRR12102600,Asia,3,0.848059313,2.142179206,0.502129058,-0.935966037,-2.188099049,1.327816136
SRR12102601,Asia,3,-9.050802787,3.314587721,-1.584709843,-0.918667784,-6.29624687,-3.56576601
SRR12102602,Asia,3,-13.18158214,-0.351822713,-1.726083707,-1.137332103,-7.48345217,-2.482891445
SRR12102603,Asia,3,9.765536779,2.961366506,0.947428988,-0.831516899,7.086976615,-0.398718432
SRR12102604,Asia,3,11.87785824,1.582594531,4.08510027,-1.090800938,7.484986634,-0.18402226
SRR12102605,Asia,3,-4.237118208,-2.26680273,1.614203186,-1.195742352,-2.103367807,-0.285408504
SRR12102606,Asia,3,2.985791555,-0.838701524,1.502756832,-0.161265998,2.653717535,-0.170715291
SRR12102607,Asia,3,10.84042701,4.134892533,2.367714767,-0.372556838,5.149199761,-0.438823212
SRR12284406,Asia,3,-9.537365193,-0.927003929,-1.111323762,-0.751521793,-3.886117485,-2.861398224
SRR12347812,Asia,3,-13.15479214,-2.13763821,-0.948899614,-0.931210181,-6.522724669,-2.614319466
SRR12347813,Asia,3,-11.04077212,-2.251706632,-0.071772583,-0.891034199,-5.358350693,-2.467908011
SRR12347814,Asia,3,-15.60646008,-2.140161916,-1.665699019,-0.872414702,-7.618190606,-3.309993835
SRR12347815,Asia,3,-12.69669723,-2.111670939,-1.015161058,-0.83209494,-6.449813822,-2.287956472
SRR12347816,Asia,3,-11.55096985,-1.877461156,-0.067688379,-1.027372125,-5.69807471,-2.880373484
SRR12347817,Asia,3,-11.82619528,-1.982166959,0.317427016,-0.931088617,-6.227632308,-3.002734411
SRR12347818,Asia,3,-13.81922989,-2.046596447,-0.021864427,-1.020001255,-7.683506698,-3.047261066
SRR12347819,Asia,3,-11.83707639,-2.21058457,-0.314888089,-0.95685825,-5.355049636,-2.999695844
SRR12347820,Asia,3,-12.78497518,-1.989667255,-0.421668649,-1.013369715,-6.337376832,-3.022892726
SRR12347821,Asia,3,-12.54010463,-2.205089963,-0.625656784,-0.879381459,-6.435781419,-2.394195009
SRR12347822,Asia,3,-12.08356341,-2.257126089,-0.267638793,-0.908654244,-5.694000459,-2.956143829
SRR12347823,Asia,3,-11.9717675,-2.017574196,-0.313790325,-0.943185522,-6.621806863,-2.075410597
SRR12347824,Asia,3,-14.93493774,-1.853318201,-1.595299402,-0.749578247,-7.498165635,-3.238576251
SRR12347825,Asia,3,-12.76823937,-1.58486516,-1.653575797,-0.873586237,-6.328167655,-2.328044522
SRR12608593,Asia,3,-2.931236233,0.544631645,-1.038360891,-0.767682279,-1.670595794,0.000771087
SRR12608594,Asia,3,-10.48214972,-0.962670451,-1.675472695,-0.418784973,-4.997821246,-2.427400354
SRR12608595,Asia,3,-2.893792316,3.313823217,-1.133384363,-0.540060538,-3.172831922,-1.361338711
SRR12608596,Asia,3,-8.643389122,-1.318176371,-1.413650028,-0.855554674,-3.648604155,-1.407403895
SRR12608597,Asia,3,-8.259861262,-0.820545216,-2.086789294,-0.805338132,-2.815295745,-1.731892875
SRR12608598,Asia,3,-10.50974036,-1.03254117,-1.673381718,-0.90863253,-4.387640044,-2.507544903
SRR12608599,Asia,3,-10.14968776,-0.41855272,-1.124196624,-0.989881755,-5.360157962,-2.256898702
SRR12608600,Asia,3,-0.356629595,4.399942775,-1.097983131,-0.383170402,-2.900945449,-0.374473388
SRR12608601,Asia,3,-6.969130852,-1.274723968,-1.397082186,-0.841202185,-2.320030315,-1.136092198
SRR12687281,Asia,3,-5.34553425,-0.390930565,-1.26218689,0.087248652,-2.599893444,-1.179772003
SRR12687285,Asia,3,-3.31923368,-0.757021274,-0.487998433,-0.002867133,-2.093962247,0.022615408
SRR12687286,Asia,3,0.378795659,-0.047408046,0.102787321,-0.509680791,-0.657092573,1.490189748
SRR12687289,Asia,3,1.450164016,-0.366259607,-0.072660236,-0.099686598,1.328818681,0.659951776
SRR12687297,Asia,3,8.616680363,1.522781686,3.622582268,0.111066903,4.53799612,-1.177746613
SRR12687298,Asia,3,0.930899857,0.22262884,0.555373344,-0.09522934,0.405898867,-0.157771854
SRR12687299,Asia,3,9.082004441,2.77673446,1.282714679,-0.451582132,3.989871042,1.484266392
SRR12687300,Asia,3,-0.02452378,-0.646291064,3.406752746,-0.133866481,-1.500173567,-1.150945415
SRR12687307,Asia,3,-3.477868512,-0.983981297,0.382953252,-0.745419336,-1.50255222,-0.62886891
SRR12687308,Asia,3,-3.481124844,-1.683390273,-0.36856765,-0.344858928,-1.813704561,0.729396568
