sort_id,GDP_per_capita_PPP2005,anthropogenic_biome_2,population_density_2,Human_influence_index_2,development_threat_index_2,human_modification_terrestrial_2,pfertilizer_global_2,human_footprint_3,rev_travel_time_to_cities_min,sum,sum_organic,sum_inorganic,sum_phosphotransferase,sum_transporters,sum_two_component,human_sum,human_organic,human_inorganic,human_two_component,human_phosphotransferase,human_transporters,travel_time_to_cities_min
SRR13590454,11805.66797,12,590.0803223,22,2,0.791736662,28.13599968,19.47175789,-21.91690254,3.22737076,1.107441729,1.042492098,0.480913978,-0.10998755,0.706510505,0.168858479,-0.784058858,-0.09813656,0.150642674,1.009817044,-0.109405821,21.91690254
SRR13590455,11805.66797,12,590.0803223,22,2,0.791736662,28.13599968,19.47175789,-21.91690254,30.5385231,0.519977238,3.878785558,3.376974701,19.95118093,2.81160467,0.168858479,-0.784058858,-0.09813656,0.150642674,1.009817044,-0.109405821,21.91690254
SRR13590456,11805.66797,12,590.0803223,22,2,0.791736662,28.13599968,19.47175789,-21.91690254,5.174072462,0.629122529,1.423723506,0.853733858,4.431433633,-2.163941064,0.168858479,-0.784058858,-0.09813656,0.150642674,1.009817044,-0.109405821,21.91690254
SRR13590457,11805.66797,12,590.0803223,22,2,0.791736662,28.13599968,19.47175789,-21.91690254,11.67101346,0.199903933,4.018224473,2.154829337,5.804000321,-0.5059446,0.168858479,-0.784058858,-0.09813656,0.150642674,1.009817044,-0.109405821,21.91690254
SRR13614379,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-4.391996881,0.229420407,-0.478115239,-0.303095014,-3.080844214,-0.759362822,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614380,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-9.267830584,-1.526367208,-1.724898636,-0.115259165,-5.157850976,-0.743454599,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614381,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-5.953068159,-0.986881153,-0.918424182,-0.328310405,-3.384872543,-0.334579876,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614382,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-6.068960817,-0.72052382,-1.183978033,0.136715587,-3.234415661,-1.066758891,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614383,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-1.67916139,-0.211657075,-0.334319975,0.519336047,-1.952737428,0.300217041,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614384,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-3.897971246,-1.463788223,-0.326270169,0.296649586,-2.444573624,0.040011184,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614385,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-7.184731782,-1.223558194,-1.228689101,-0.548565938,-2.97058367,-1.213334879,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614386,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-3.201287804,0.141052784,-0.003705189,-0.208647423,-4.190042563,1.060054588,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614387,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,5.01253567,5.093179921,-0.070882853,0.842471536,-2.61469689,1.762463957,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614388,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-4.701472039,-1.746128011,-0.600074654,-0.210042985,-2.976314353,0.831087964,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614389,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-6.638115648,-1.117725006,-0.843480567,0.124682104,-4.857960244,0.056368065,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614390,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-3.118977806,-0.435715221,-0.993276083,-0.298289575,-1.928259917,0.536562989,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614391,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-5.453249267,-1.083671431,-0.815409225,-0.236349985,-3.257435735,-0.060382891,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614392,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-5.336794892,0.273610687,-0.528145733,0.016903289,-3.827749601,-1.271413533,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614393,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-10.26293544,-1.501717621,-1.389544139,-0.07144935,-5.48544382,-1.814780508,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614394,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-9.224176735,-1.683690467,-0.902599765,-0.240767488,-5.038152903,-1.358966112,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614395,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-4.593542395,-0.320635202,-0.550153302,-0.26337724,-3.585028291,0.12565164,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614396,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-5.817471572,-0.419328807,-1.178666134,-0.263165994,-3.990005858,0.03369522,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614397,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-8.700764644,-1.500260001,-0.951557401,-0.328411711,-4.235715243,-1.684820289,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614398,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-7.089570189,-1.795161873,-0.962757661,0.143709336,-4.563663161,0.08830317,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614399,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-3.228493144,-0.153884077,-0.617902936,0.384118712,-2.382936774,-0.457888069,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614400,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-7.435354337,-1.039902119,-1.257842344,-0.350557869,-3.125832203,-1.661219803,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614401,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-7.214772058,-1.310495295,-0.900453364,-0.368482936,-4.255836644,-0.379503818,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13614402,17012.875,22,294.3126831,26,2,0.752125621,24.83499908,18.46795082,-4.652395725,-5.65971189,-1.380883133,-1.193716656,0.053845094,-2.279336344,-0.859620851,0.328384957,-0.703145511,-0.147523692,0.148639505,0.986861939,0.043552715,4.652395725
SRR13766241,5508.842285,24,160.5849152,26,1,0.444145977,3.595999956,16.53523254,-60.89079285,12.26806056,0.833389503,3.597514727,0.390119033,1.956909947,5.490127353,0.140142463,0.013469493,0.027146254,0.084424145,0.133645915,-0.118543345,60.89079285
SRR13766242,5508.842285,24,160.5849152,26,1,0.522592664,3.595999956,16.53523254,-60.89079285,-5.422161635,-1.490584138,-0.176777699,-0.830433181,-1.029315812,-1.895050805,0.634223928,0.106208879,0.149516846,0.238556772,0.297347067,-0.157405636,60.89079285
SRR13766243,5508.842285,24,160.5849152,26,1,0.522592664,3.595999956,16.53523254,-60.89079285,-9.561976426,-1.145988212,-1.62519956,-0.380740923,-4.298856729,-2.111191002,0.634223928,0.106208879,0.149516846,0.238556772,0.297347067,-0.157405636,60.89079285
SRR13766244,5508.842285,24,160.5849152,26,1,0.522592664,3.595999956,16.53523254,-60.89079285,15.8665994,0.692353241,4.414117523,1.798025265,7.838022182,1.124081188,0.634223928,0.106208879,0.149516846,0.238556772,0.297347067,-0.157405636,60.89079285
SRR13766245,5508.842285,24,160.5849152,26,1,0.522592664,3.595999956,16.53523254,-60.89079285,-13.13314229,-1.622919107,-1.634507027,-0.95393544,-6.289518624,-2.632262096,0.634223928,0.106208879,0.149516846,0.238556772,0.297347067,-0.157405636,60.89079285
SRR13766247,5508.842285,24,160.5849152,26,1,0.522592664,3.595999956,16.53523254,-60.89079285,2.926310672,-1.755907905,-2.033245587,-0.95772501,9.136473195,-1.463284022,0.634223928,0.106208879,0.149516846,0.238556772,0.297347067,-0.157405636,60.89079285
SRR13766248,5508.842285,24,160.5849152,26,1,0.522592664,3.595999956,16.53523254,-60.89079285,7.047073056,-0.334742996,0.819111697,0.202649624,4.639800878,1.720253852,0.634223928,0.106208879,0.149516846,0.238556772,0.297347067,-0.157405636,60.89079285
SRR13766249,5508.842285,24,160.5849152,26,1,0.522592664,3.595999956,16.53523254,-60.89079285,0.062876752,0.4437745,0.526692053,0.112568599,-1.492863458,0.472705059,0.634223928,0.106208879,0.149516846,0.238556772,0.297347067,-0.157405636,60.89079285
SRR13766250,5508.842285,24,160.5849152,26,1,0.522592664,3.595999956,16.53523254,-67.08047485,-3.049555088,-0.791438135,-1.122888445,-0.185172663,0.560425876,-1.510481721,0.632857075,0.105992929,0.14942372,0.238611814,0.29742421,-0.158595598,67.08047485
SRR13766251,5508.842285,24,160.5849152,26,1,0.522592664,3.595999956,16.53523254,-67.08047485,-4.864964397,-2.26680273,0.528492971,-0.542939568,-2.134557739,-0.44915733,0.632857075,0.105992929,0.14942372,0.238611814,0.29742421,-0.158595598,67.08047485
SRR13766252,5508.842285,32,67.27758789,26,1,0.478248715,3.595999956,15.70838737,-67.08047485,-7.501373515,-0.657092861,0.526384665,-1.060779136,-4.903286862,-1.406599321,0.448008872,0.019712653,0.027030617,0.155373857,0.305585672,-0.059693927,67.08047485
SRR13766253,5508.842285,32,67.27758789,26,1,0.478248715,3.595999956,15.70838737,-67.08047485,-10.86640038,-2.26680273,-1.422695135,-1.179035818,-3.092959014,-2.904907686,0.448008872,0.019712653,0.027030617,0.155373857,0.305585672,-0.059693927,67.08047485
SRR13766273,5508.842285,24,160.5849152,26,1,0.444145977,3.595999956,17.12841415,-46.21377182,-12.47995384,-2.26680273,-0.207121251,-0.929268971,-5.877908146,-3.198852743,0.160921604,0.026158562,0.013880915,0.082149982,0.127867998,-0.089135853,46.21377182
SRR13766274,5508.842285,24,160.5849152,26,1,0.444145977,3.595999956,17.12841415,-46.21377182,-12.68653091,-2.26680273,-0.997126665,-1.132743721,-5.35672367,-2.933134119,0.160921604,0.026158562,0.013880915,0.082149982,0.127867998,-0.089135853,46.21377182
SRR13766276,5508.842285,24,160.5849152,26,1,0.444145977,3.595999956,17.12841415,-46.21377182,-12.49928722,-1.93223614,-0.913732495,-1.002374507,-5.68767721,-2.963266869,0.160921604,0.026158562,0.013880915,0.082149982,0.127867998,-0.089135853,46.21377182
SRR13766277,5508.842285,24,160.5849152,26,1,0.444145977,3.595999956,17.12841415,-46.21377182,-11.13790903,-2.26680273,1.197976462,-1.125019017,-5.881935784,-3.062127958,0.160921604,0.026158562,0.013880915,0.082149982,0.127867998,-0.089135853,46.21377182
SRR13766278,5508.842285,24,160.5849152,26,1,0.444145977,3.595999956,17.12841415,-46.21377182,-6.819658349,-2.191842629,0.004871575,-0.785511911,-2.805128453,-1.042046931,0.160921604,0.026158562,0.013880915,0.082149982,0.127867998,-0.089135853,46.21377182
SRR13766279,5508.842285,24,160.5849152,26,1,0.444145977,3.595999956,17.12841415,-46.21377182,-10.04762796,-2.26680273,0.149984044,-0.779914666,-4.627484514,-2.52341009,0.160921604,0.026158562,0.013880915,0.082149982,0.127867998,-0.089135853,46.21377182
SRR13766281,5508.842285,24,160.5849152,26,1,0.444145977,3.595999956,17.12841415,-46.21377182,-11.67599311,-1.200820966,-0.537615827,-1.113087142,-6.234564823,-2.58990435,0.160921604,0.026158562,0.013880915,0.082149982,0.127867998,-0.089135853,46.21377182
SRR14267048,29956.50977,11,22531.71289,52,1,0.932845891,12.91100025,37.84097672,0,-3.060964466,-0.125060117,0.605384231,-0.536899238,-2.892133423,-0.112255919,1.165231182,0.012997315,-0.126806061,0.478214804,0.579023782,0.221801343,0
SRR14267049,29956.50977,11,44179.34375,52,1,0.93700254,12.91100025,38,0,-0.326066896,3.087785614,-0.067679093,-0.234002103,-4.065564389,0.953393074,-0.690812845,-0.414574316,-0.287947143,0.305624005,0.368718522,-0.662633913,0
SRR14267050,29956.50977,11,81800.60156,60,1,0.938443363,12.91100025,36.77164459,0,-3.979716991,0.686526742,-0.02744185,-0.57233151,-4.067319387,0.000849013,-3.820633075,-1.231333005,-0.553499877,-0.01045448,-0.01141703,-2.013928683,0
SRR14267051,29956.50977,11,27547.07422,60,1,0.938443363,12.91100025,34.60615921,0,-5.187141904,0.278395439,-0.204739414,-0.461902757,-4.590914822,-0.20798035,0.844375397,-0.183705146,-0.093224078,0.448948101,0.554057311,0.118299209,0
SRR14267052,29956.50977,11,25651.05664,60,1,0.9375965,12.91100025,33.79211807,0,-4.277264536,-1.006755454,-0.031548991,-0.31658515,-3.158891304,0.236516364,0.98024083,-0.163251814,-0.061672787,0.466007392,0.579016302,0.160141738,0
SRR14267053,29956.50977,11,25205.31836,60,1,0.939779878,12.91100025,36.14764786,0,-4.811825706,0.223691139,-0.021061025,-0.580767984,-5.052754779,0.619066943,1.102489154,-0.103343251,-0.108443499,0.46549495,0.565832791,0.282948162,0
SRR14267054,29956.50977,11,24957.25781,60,1,0.9381814,12.91100025,39.51331711,0,-4.974287016,0.062874053,-0.381877592,0.217812234,-4.684921806,-0.188173905,1.213553363,-0.031148242,-0.185577098,0.452256074,0.533243618,0.444779012,0
SRR14267055,29956.50977,11,6205.391113,54,2,0.938105226,27.04199982,30.10186005,0,-2.318148805,0.626990651,0.716849232,-0.656587107,-3.076444277,0.071042696,1.411014849,-0.570725282,-0.206599908,0.312446998,1.013664166,0.862228875,0
SRR14267056,29956.50977,11,8289.630859,54,2,0.875556231,27.04199982,33.4735527,0,-2.899577173,0.25574135,0.669383613,-0.173796835,-4.42085073,0.769945429,0.935075949,-0.617409503,-0.396618696,0.160017528,0.830396654,0.958689966,0
SRR14267057,29956.50977,11,10553.46094,46,2,0.926353216,27.04199982,36.89071655,0,-4.041309419,-0.01006725,0.182623065,0.021100931,-4.391743241,0.156777075,0.982018681,-0.496818961,-0.401525097,0.238841469,0.898196959,0.74332431,0
SRR14267058,29956.50977,11,12440.67676,46,1,0.938879907,12.91100025,38,0,-5.245802854,-0.35713012,0.378790375,-0.712571663,-3.922043847,-0.632847598,1.955004202,0.253489291,-0.036533773,0.581145262,0.704072868,0.452830554,0
SRR14267059,29956.50977,11,26825.04297,60,1,0.93728143,12.91100025,40.35623932,0,-5.704803211,-0.579573425,-0.800306054,-0.375049186,-4.141734796,0.19186025,1.070000628,-0.052505498,-0.220296031,0.431895213,0.504650588,0.406256356,0
SRR14267060,29956.50977,11,12440.67676,46,1,0.93964386,12.91100025,36.31727219,0,-1.971098576,-1.148822502,-0.043734479,-0.101179373,-2.690468313,2.01310609,1.910064169,0.219848898,0.00291525,0.588727344,0.721538863,0.377033814,0
SRR14267061,29956.50977,11,12440.67578,56,1,0.93964386,12.91100025,32.92841339,0,-5.452965991,-0.350818085,0.307713889,-0.233507761,-4.352731424,-0.82362261,2.030739888,0.105332506,0.066591829,0.588212135,0.7325375,0.538065918,0
SRR14267062,29956.50977,11,10225.78223,56,1,0.897844076,12.91100025,30.12317848,0,-6.675331955,-0.884117572,0.224022299,-0.733782961,-4.615951268,-0.665502453,1.877594374,0.042914357,0.081946113,0.534656777,0.694021496,0.52405563,0
SRR14267063,29956.50977,11,12485.28809,60,1,0.919469893,12.91100025,30.97276306,0,-9.026245821,-1.134634927,-0.781401945,-0.50453949,-5.482591243,-1.123078216,1.930316816,0.02245917,0.073898283,0.550165434,0.700050401,0.583743527,0
SRR14267064,29956.50977,11,27909.12891,60,1,0.946320057,12.91100025,36.73064423,0,-7.558072467,-0.988977956,-0.105069343,-0.525624049,-5.185564406,-0.752836713,0.925239257,-0.13806917,-0.131980907,0.453733251,0.546818408,0.194737675,0
SRR14267065,29956.50977,11,26010.53125,60,1,0.938753128,12.91100025,40.65636826,0,-7.999103373,-1.095983136,-0.388191756,-0.832762999,-4.856708454,-0.825457027,1.159140753,-0.028209035,-0.218652807,0.44048176,0.513073688,0.452447146,0
SRR14267066,29956.50977,11,24435.41211,60,1,0.935625851,12.91100025,41.98499298,0,-5.8486347,0.220425384,-1.123021125,0.346349433,-4.535469215,-0.756919177,1.316022381,0.027074243,-0.24180416,0.4426463,0.509840089,0.578265908,0
SRR14267067,29956.50977,11,24114.22852,60,1,0.935625851,12.91100025,43.48441696,0,-7.932957697,-0.372207596,-0.759683332,-0.564973146,-5.006889333,-1.22920429,1.388350567,0.064320041,-0.273460615,0.439901022,0.49892397,0.658666149,0
SRR14267068,29956.50977,11,30014.56445,60,1,0.936815262,12.91100025,43.79656219,0,-4.028443273,-0.637970837,-0.368941808,-0.438030372,-3.17894811,0.595447852,0.890765289,-0.046635235,-0.323404859,0.391998756,0.439185052,0.429621575,0
SRR14267069,29956.50977,11,34121.29297,52,1,0.929361105,12.91100025,36.15513229,0,-2.403324298,0.51438263,0.136389432,-0.091066845,-2.726488773,-0.236540743,0.083228119,-0.259019193,-0.181720406,0.38099482,0.47122018,-0.328247282,0
SRR14267070,29956.50977,11,33770.73047,52,1,0.935882211,12.91100025,37.64454269,0,-3.552968194,1.126141789,0.312112863,-0.451714407,-3.983530332,-0.555978106,0.198893008,-0.213678355,-0.202754209,0.391342979,0.47430179,-0.250319198,0
SRR14267071,29956.50977,11,25354.18164,52,1,0.935882211,12.91100025,34.52261734,0,-3.358666938,0.618741767,-0.46195246,-0.313884556,-3.807615725,0.606044036,0.840222252,-0.10834754,-0.068009723,0.472679817,0.588303817,-0.044404119,0
SRR14301298,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,14.06308872,11.11261171,-0.291358697,0.259826776,3.193321803,-0.211312868,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301299,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,45.0042779,23.85561847,2.638332063,1.991794501,13.29519512,3.223337749,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301300,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,-20.28668123,-2.055711095,-3.342737115,-0.698624464,-10.36664615,-3.822962397,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301301,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,66.46313478,52.02412456,1.32094253,5.621937117,5.900188327,1.595942241,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301302,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,31.99948219,7.200815949,7.655421733,2.934244215,10.09618421,4.112816082,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301303,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,25.01666608,12.70663205,2.582600716,2.079510555,5.070045103,2.577877653,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301304,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,14.93801476,12.65512696,-0.322234213,0.767447682,2.346901618,-0.509227289,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301305,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,-3.126233501,-2.26680273,-1.126245859,2.000586974,-2.005329395,0.271557509,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301306,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,1.190490509,6.051097199,-1.92019058,1.362867758,-3.714001079,-0.589282789,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301307,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,8.968696994,6.585050223,0.280067612,1.221461609,0.650166482,0.231951068,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301308,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,-17.60159125,-2.244104198,-3.036966059,-1.195742352,-7.102357006,-4.022421632,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301315,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,26.33226135,7.286147393,-0.57147361,1.554297797,15.77647673,2.286813035,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301316,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,-7.680632055,5.378094014,-2.296498039,-0.715333962,-7.399726329,-2.647167738,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301317,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,-1.716853163,5.076791447,-1.249278156,-0.089617211,-3.956681829,-1.498067415,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301318,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,18.38029126,18.71588938,-0.806743317,1.546485451,-0.175308537,-0.900031714,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301319,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,-16.39579535,-1.488261272,-1.879034857,-1.195742352,-8.907043934,-2.925712939,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301320,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,-11.91514523,-2.033826941,-2.507907523,-0.224011551,-4.992336222,-2.157062995,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301321,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,1.06753119,7.297347879,-0.292829645,0.836768973,-7.244985647,0.471229631,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301322,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,-8.936514683,0.361668604,-2.352339598,-0.8108193,-3.23212878,-2.902895609,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301323,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,-3.291974053,2.129913393,-0.485928743,0.029753834,-3.032291602,-1.933420935,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14301324,44558.63672,11,312.6273804,48,3,0.749173343,10.43099976,41.05833817,0,7.698706116,3.943533403,1.816400278,2.032000219,0.699199995,-0.792427779,2.140242296,0.500866503,-0.210011463,0.36820579,0.324323151,1.156858315,0
SRR14320320,17012.875,24,177.3546143,14,1,0.769890547,13.52299976,15,-15.97917175,8.492190748,3.008789957,1.106111893,1.015241153,1.508652768,1.853394977,0.907053458,-0.103789414,0.258737457,0.479393162,0.953142732,-0.68043048,15.97917175
SRR14320321,17012.875,24,177.3546143,14,1,0.769890547,13.52299976,15,-15.97917175,5.682384544,0.795877396,0.366980654,2.013245173,0.964655494,1.541625827,0.907053458,-0.103789414,0.258737457,0.479393162,0.953142732,-0.68043048,15.97917175
SRR14320322,17012.875,24,177.3546143,14,1,0.769890547,13.52299976,15,-15.97917175,4.00618232,-0.748922584,0.555207316,1.476226851,1.28032492,1.443345816,0.907053458,-0.103789414,0.258737457,0.479393162,0.953142732,-0.68043048,15.97917175
SRR14320323,17012.875,24,177.3546143,14,1,0.769890547,13.52299976,15,-15.97917175,10.72811507,-0.384832711,2.063923415,1.318970543,4.600378335,3.129675488,0.907053458,-0.103789414,0.258737457,0.479393162,0.953142732,-0.68043048,15.97917175
SRR14320324,17012.875,24,177.3546143,14,1,0.769890547,13.52299976,15,-15.97917175,4.628870495,1.075828499,0.50036295,2.542475792,0.10005207,0.410151185,0.907053458,-0.103789414,0.258737457,0.479393162,0.953142732,-0.68043048,15.97917175
SRR14320325,17012.875,24,177.3546143,14,1,0.769890547,13.52299976,15,-15.97917175,7.48636526,-1.044972395,0.16362661,1.989850622,4.896737486,1.481122937,0.907053458,-0.103789414,0.258737457,0.479393162,0.953142732,-0.68043048,15.97917175
SRR14320326,17012.875,24,177.3546143,14,1,0.769890547,13.52299976,15,-15.97917175,-2.358752895,-1.046309906,-0.492159563,1.404376773,-2.248634026,0.023973827,0.907053458,-0.103789414,0.258737457,0.479393162,0.953142732,-0.68043048,15.97917175
SRR14320327,17012.875,24,177.3546143,14,1,0.769890547,13.52299976,15,-15.97917175,-10.45751488,-0.441359031,-1.734739087,0.158091316,-6.246780975,-2.192727107,0.907053458,-0.103789414,0.258737457,0.479393162,0.953142732,-0.68043048,15.97917175
SRR14320328,17012.875,24,177.3546143,14,1,0.769890547,13.52299976,15,-15.97917175,-1.220874111,0.858414296,-0.088756317,0.1022665,-3.269488619,1.176690028,0.907053458,-0.103789414,0.258737457,0.479393162,0.953142732,-0.68043048,15.97917175
SRR14320329,17012.875,24,177.3546143,14,1,0.769890547,13.52299976,15,-15.97917175,8.194048405,3.058604172,0.967246519,0.91695075,2.159707735,1.091539228,0.907053458,-0.103789414,0.258737457,0.479393162,0.953142732,-0.68043048,15.97917175
SRR14320330,17012.875,24,177.3546143,14,1,0.769890547,13.52299976,15,-15.97917175,-12.95030686,-1.833890743,-2.149021097,-0.692920814,-6.054887797,-2.219586409,0.907053458,-0.103789414,0.258737457,0.479393162,0.953142732,-0.68043048,15.97917175
SRR14320331,17012.875,24,177.3546143,14,1,0.769890547,13.52299976,15,-15.97917175,-10.69195246,-1.869898797,-1.995796627,-0.347373009,-4.423183007,-2.055701016,0.907053458,-0.103789414,0.258737457,0.479393162,0.953142732,-0.68043048,15.97917175
SRR14509065,55768.4375,31,10.86411572,42,1,0.70904243,7.722000122,40.71455383,-0.612277746,-21.32100836,-2.26680273,-3.492076969,-0.939699175,-10.8415006,-3.780928887,1.864136587,0.562996437,-0.458325481,0.32010645,0.419267561,1.020091621,0.612277746
SRR14509066,55768.4375,31,10.86411572,42,1,0.70904243,7.722000122,40.71455383,-0.612277746,-21.5997165,-2.26680273,-3.453136965,-0.987346701,-10.88429288,-4.00813722,1.864136587,0.562996437,-0.458325481,0.32010645,0.419267561,1.020091621,0.612277746
SRR14509067,55768.4375,31,10.86411572,42,1,0.70904243,7.722000122,40.71455383,-0.612277746,-17.3608299,-1.628319797,-2.483868553,-0.474302282,-9.686610124,-3.087729145,1.864136587,0.562996437,-0.458325481,0.32010645,0.419267561,1.020091621,0.612277746
